rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area
NYU_0050991	799.0	592.0	2435.0	1340.0	302.0	2898.0	4499.0	2504.0	918.0	4036.0	2525.0	2400.0	1644.0	3171.0	534.0	1602.0	1090.0	812.0	1219.0	881.0	3772.0	1025.0	4997.0	3479.0	378.0	5364.0	7212.0	4636.0	3409.0	3442.0	251.0	483.0	334.0	1710.0	76690.8
NYU_0050992	916.0	740.0	1740.0	1637.0	410.0	3240.0	6249.0	3735.0	731.0	5108.0	2122.0	3105.0	2183.0	3640.0	641.0	1490.0	1133.0	753.0	1343.0	1244.0	4162.0	1357.0	4941.0	4065.0	658.0	6520.0	7112.0	6958.0	3352.0	3686.0	330.0	447.0	346.0	1822.0	87915.8
NYU_0050993	1216.0	1263.0	2309.0	1610.0	321.0	3337.0	6638.0	3434.0	1167.0	4298.0	2479.0	3261.0	1726.0	4227.0	693.0	1427.0	1300.0	859.0	1565.0	1665.0	4299.0	1537.0	5220.0	4399.0	763.0	6506.0	6648.0	5798.0	3916.0	4441.0	289.0	462.0	319.0	2161.0	91550.7
NYU_0050994	954.0	752.0	2442.0	1561.0	568.0	3270.0	5560.0	3319.0	895.0	4346.0	2538.0	2939.0	1902.0	3318.0	754.0	1614.0	1154.0	803.0	1243.0	1743.0	3723.0	1111.0	4551.0	3992.0	555.0	6737.0	6757.0	5624.0	3463.0	3559.0	223.0	511.0	333.0	2500.0	85313.7
NYU_0050995	918.0	554.0	2947.0	1581.0	399.0	3627.0	5530.0	3838.0	954.0	4861.0	3100.0	3301.0	2433.0	3605.0	473.0	1849.0	2194.0	846.0	1763.0	1619.0	4064.0	1129.0	5140.0	4841.0	711.0	5853.0	8743.0	5513.0	3488.0	4261.0	369.0	413.0	340.0	2299.0	93557.8
NYU_0050996	1133.0	576.0	1662.0	1576.0	359.0	3597.0	6668.0	2891.0	859.0	4839.0	2288.0	3387.0	1949.0	3735.0	807.0	1269.0	1113.0	916.0	1527.0	1441.0	4096.0	1294.0	4982.0	4040.0	442.0	6036.0	7487.0	5986.0	4003.0	3908.0	273.0	386.0	313.0	1777.0	87615.7
NYU_0050997	1274.0	725.0	2917.0	1937.0	265.0	4098.0	6774.0	3733.0	1504.0	5425.0	3193.0	3471.0	2243.0	3820.0	893.0	2055.0	1565.0	1054.0	2209.0	1654.0	4921.0	1760.0	6112.0	5192.0	906.0	7834.0	9149.0	7327.0	4751.0	3695.0	340.0	366.0	438.0	2952.0	106555.0
NYU_0050998	871.0	987.0	2438.0	1684.0	542.0	3935.0	5806.0	3127.0	1232.0	5489.0	2589.0	3604.0	1907.0	3525.0	939.0	1447.0	1519.0	892.0	1635.0	1631.0	4453.0	1194.0	4768.0	5188.0	799.0	7201.0	7731.0	7214.0	3559.0	4334.0	382.0	440.0	418.0	2480.0	95960.7
NYU_0050999	888.0	712.0	2603.0	1478.0	470.0	2974.0	5162.0	2811.0	876.0	4062.0	2191.0	2471.0	1940.0	3524.0	618.0	1801.0	1383.0	724.0	1551.0	1106.0	3818.0	1117.0	4816.0	4329.0	756.0	6311.0	8188.0	5038.0	4039.0	3806.0	217.0	440.0	393.0	2038.0	84649.1
NYU_0051000	1126.0	984.0	3060.0	2087.0	332.0	3074.0	6260.0	3066.0	1175.0	5773.0	2690.0	3367.0	1975.0	4005.0	735.0	1846.0	1708.0	818.0	1524.0	2078.0	4795.0	1479.0	5313.0	4366.0	893.0	6879.0	7601.0	5432.0	3963.0	3292.0	312.0	423.0	309.0	1924.0	94664.4
NYU_0051001	1072.0	635.0	2681.0	1590.0	240.0	2713.0	5832.0	2444.0	808.0	4921.0	2297.0	3130.0	1947.0	3761.0	734.0	1830.0	1119.0	867.0	1574.0	1133.0	4225.0	1169.0	5204.0	3814.0	618.0	6546.0	8641.0	5469.0	3921.0	2635.0	249.0	427.0	369.0	2054.0	86668.4
NYU_0051002	829.0	783.0	2084.0	1904.0	427.0	3535.0	5994.0	3395.0	1125.0	6134.0	2441.0	3923.0	2077.0	3989.0	766.0	1390.0	1579.0	817.0	2219.0	1991.0	5328.0	1257.0	5653.0	4905.0	526.0	5768.0	7559.0	6484.0	3593.0	4204.0	308.0	506.0	423.0	2167.0	96083.0
NYU_0051003	962.0	905.0	2273.0	1641.0	297.0	3724.0	6364.0	3479.0	1111.0	5295.0	2340.0	3684.0	1706.0	3228.0	743.0	1547.0	1575.0	768.0	1268.0	1494.0	4866.0	1341.0	5029.0	5320.0	891.0	7943.0	7240.0	6001.0	3615.0	3321.0	360.0	408.0	306.0	1760.0	92803.1
NYU_0051006	887.0	657.0	2730.0	1436.0	258.0	2656.0	6273.0	2567.0	925.0	4651.0	2283.0	3320.0	1405.0	3377.0	708.0	1371.0	1467.0	633.0	1402.0	1579.0	3945.0	1035.0	4637.0	4140.0	559.0	5426.0	7315.0	4896.0	3823.0	3178.0	283.0	395.0	315.0	2053.0	82585.4
NYU_0051007	911.0	622.0	1602.0	1255.0	206.0	3226.0	5008.0	2762.0	829.0	3841.0	2057.0	2724.0	1827.0	3074.0	602.0	1312.0	1325.0	821.0	1502.0	1230.0	3440.0	1073.0	4391.0	4150.0	650.0	6249.0	6767.0	5461.0	3411.0	4002.0	269.0	419.0	262.0	1956.0	79240.3
NYU_0051008	1119.0	759.0	2681.0	2061.0	409.0	2998.0	6850.0	3096.0	1202.0	4244.0	2246.0	2676.0	1940.0	3807.0	921.0	1745.0	1613.0	732.0	1322.0	1648.0	4403.0	1275.0	4732.0	4387.0	634.0	6698.0	7539.0	6103.0	3617.0	4311.0	251.0	483.0	263.0	1976.0	90742.0
NYU_0051009	787.0	744.0	2090.0	1713.0	369.0	3250.0	5819.0	3758.0	1189.0	5311.0	2925.0	3457.0	2134.0	3893.0	771.0	1259.0	1417.0	951.0	1749.0	1665.0	4869.0	1222.0	5148.0	5530.0	803.0	6942.0	8611.0	5834.0	3616.0	3984.0	348.0	420.0	340.0	2086.0	95006.1
NYU_0051010	1187.0	1055.0	2033.0	1583.0	380.0	3287.0	6296.0	4039.0	1166.0	4434.0	2409.0	3521.0	2142.0	4321.0	724.0	1566.0	1566.0	716.0	1455.0	1428.0	4966.0	1392.0	4906.0	5073.0	690.0	7245.0	8551.0	6749.0	3589.0	4387.0	317.0	605.0	336.0	1964.0	96079.9
NYU_0051011	1082.0	618.0	2497.0	1854.0	359.0	3523.0	6123.0	3657.0	1232.0	5839.0	2600.0	3410.0	1904.0	4284.0	731.0	1882.0	1241.0	780.0	1640.0	1575.0	4683.0	1278.0	5540.0	4492.0	760.0	6991.0	9079.0	5490.0	3859.0	4352.0	295.0	393.0	337.0	2280.0	96658.7
NYU_0051012	1011.0	580.0	1920.0	988.0	325.0	2785.0	5439.0	3452.0	743.0	4427.0	1830.0	2362.0	1439.0	3136.0	541.0	1353.0	1050.0	781.0	1115.0	895.0	3805.0	915.0	4134.0	3699.0	528.0	5404.0	5601.0	5862.0	3089.0	4134.0	289.0	402.0	291.0	1711.0	76037.0
NYU_0051013	685.0	615.0	1919.0	1406.0	209.0	2505.0	5320.0	2791.0	815.0	3823.0	2070.0	2750.0	1453.0	3232.0	541.0	1123.0	1076.0	696.0	1435.0	1466.0	3646.0	1046.0	3905.0	3820.0	345.0	5640.0	6038.0	5028.0	2857.0	3438.0	288.0	363.0	227.0	1622.0	74195.4
NYU_0051014	971.0	607.0	2210.0	1704.0	340.0	3389.0	5065.0	4509.0	1347.0	5474.0	2543.0	3737.0	1881.0	4641.0	635.0	1797.0	1546.0	875.0	1828.0	1864.0	4655.0	1527.0	6118.0	4807.0	619.0	7112.0	8935.0	6986.0	4216.0	4659.0	308.0	521.0	368.0	2006.0	99800.2
NYU_0051015	909.0	621.0	1954.0	1412.0	251.0	3727.0	5254.0	3076.0	917.0	4757.0	2379.0	3317.0	1681.0	3273.0	865.0	1202.0	1378.0	706.0	1224.0	1533.0	3681.0	1167.0	4691.0	3523.0	628.0	6749.0	6456.0	5543.0	3741.0	3558.0	227.0	429.0	310.0	2127.0	83266.6
NYU_0051016	833.0	744.0	2777.0	1831.0	379.0	2915.0	5658.0	3135.0	989.0	6029.0	2918.0	2823.0	2329.0	3476.0	697.0	1721.0	1478.0	704.0	1667.0	1757.0	5137.0	1299.0	5395.0	4256.0	740.0	6239.0	8302.0	5353.0	3832.0	4809.0	373.0	496.0	396.0	2747.0	94240.7
NYU_0051017	1015.0	937.0	2797.0	1601.0	367.0	4219.0	6664.0	4580.0	1112.0	6232.0	2711.0	3644.0	2086.0	4217.0	767.0	1968.0	2072.0	917.0	1808.0	1737.0	5088.0	1743.0	6372.0	5084.0	778.0	7805.0	9703.0	7122.0	4337.0	4957.0	424.0	444.0	417.0	2606.0	108332.0
NYU_0051018	947.0	893.0	2287.0	1922.0	318.0	3561.0	5140.0	3456.0	1000.0	5275.0	2672.0	3499.0	1757.0	3300.0	732.0	1757.0	1355.0	830.0	1738.0	1547.0	3930.0	1267.0	5618.0	4345.0	945.0	7216.0	8327.0	5487.0	3634.0	4189.0	328.0	404.0	322.0	2144.0	92146.7
NYU_0051019	1143.0	1067.0	2373.0	1641.0	415.0	3807.0	5760.0	3314.0	1175.0	5458.0	2685.0	3417.0	2232.0	3789.0	691.0	1603.0	1386.0	820.0	1226.0	1421.0	5020.0	1560.0	5820.0	4254.0	894.0	5569.0	7808.0	6156.0	3667.0	3724.0	216.0	481.0	280.0	2271.0	93144.3
NYU_0051020	967.0	822.0	1384.0	1506.0	435.0	3505.0	5541.0	2594.0	790.0	5046.0	2410.0	3452.0	2002.0	2928.0	692.0	1766.0	1510.0	670.0	1693.0	2037.0	3711.0	1314.0	5345.0	3434.0	568.0	5890.0	6475.0	4201.0	3636.0	3092.0	258.0	517.0	440.0	2770.0	83399.8
NYU_0051021	816.0	633.0	1651.0	1517.0	403.0	3179.0	5596.0	3195.0	1025.0	4113.0	2640.0	2834.0	1814.0	2954.0	667.0	1638.0	1363.0	611.0	1564.0	1717.0	3604.0	1056.0	4877.0	3782.0	489.0	5792.0	7339.0	5130.0	3212.0	3701.0	309.0	425.0	317.0	2086.0	82049.9
NYU_0051023	1006.0	703.0	3027.0	1813.0	332.0	3453.0	7462.0	3683.0	1569.0	5321.0	2883.0	3507.0	2517.0	4487.0	826.0	1788.0	1582.0	951.0	1704.0	1390.0	4850.0	1451.0	6155.0	5240.0	738.0	6392.0	9125.0	6960.0	4254.0	4870.0	308.0	494.0	470.0	2334.0	103644.0
NYU_0051024	1066.0	1082.0	3110.0	1788.0	301.0	3136.0	5602.0	3541.0	1300.0	5037.0	2806.0	2918.0	1949.0	3928.0	557.0	1399.0	1484.0	909.0	1527.0	1508.0	4173.0	1361.0	5402.0	4464.0	745.0	6368.0	7567.0	5638.0	3780.0	4179.0	230.0	423.0	370.0	2307.0	91955.4
NYU_0051025	984.0	783.0	2792.0	1673.0	350.0	3939.0	5344.0	3522.0	1092.0	5235.0	3223.0	2527.0	2112.0	4197.0	754.0	1286.0	1670.0	819.0	1790.0	1487.0	4329.0	1212.0	5422.0	4760.0	841.0	7196.0	7974.0	6674.0	4123.0	5579.0	306.0	427.0	491.0	2312.0	97224.4
NYU_0051026	1145.0	1068.0	2246.0	1575.0	352.0	3920.0	5634.0	3460.0	965.0	5753.0	2989.0	3319.0	2125.0	3617.0	691.0	1463.0	1400.0	1086.0	2025.0	1505.0	4361.0	1507.0	5333.0	4319.0	839.0	6310.0	8219.0	7133.0	4098.0	3962.0	270.0	455.0	337.0	2263.0	95745.2
NYU_0051027	1113.0	659.0	2713.0	1580.0	448.0	3956.0	6217.0	3844.0	925.0	4434.0	3209.0	2925.0	2142.0	4097.0	714.0	2228.0	1337.0	892.0	1416.0	1364.0	5096.0	1527.0	5852.0	5121.0	829.0	6761.0	9674.0	6154.0	4076.0	4250.0	344.0	427.0	380.0	2438.0	99142.2
NYU_0051028	1170.0	804.0	2472.0	1695.0	353.0	3314.0	6012.0	3364.0	1188.0	4293.0	2723.0	3129.0	2080.0	3738.0	662.0	1561.0	1287.0	792.0	1768.0	1594.0	4386.0	1325.0	4990.0	4284.0	584.0	6841.0	7919.0	5855.0	3853.0	3340.0	328.0	477.0	422.0	2277.0	90885.0
NYU_0051029	1147.0	811.0	2588.0	1770.0	415.0	3872.0	5876.0	3330.0	778.0	4732.0	2634.0	3262.0	2123.0	3188.0	777.0	1765.0	1210.0	887.0	1863.0	1695.0	4196.0	1274.0	4760.0	4423.0	599.0	7651.0	8211.0	5318.0	3294.0	3658.0	320.0	448.0	349.0	1968.0	91193.4
NYU_0051030	1121.0	898.0	2125.0	1483.0	460.0	3057.0	7407.0	2977.0	1195.0	5465.0	2542.0	3427.0	2152.0	3560.0	687.0	1945.0	1367.0	918.0	1839.0	1511.0	4839.0	1710.0	4987.0	5158.0	747.0	7010.0	7447.0	6236.0	3899.0	3609.0	287.0	426.0	321.0	2296.0	95109.2
NYU_0051032	844.0	599.0	2316.0	1497.0	325.0	2801.0	5255.0	2734.0	881.0	4370.0	2373.0	3117.0	1803.0	3147.0	533.0	1456.0	1641.0	779.0	1447.0	1268.0	3703.0	1114.0	4324.0	4096.0	438.0	5398.0	5844.0	6130.0	3456.0	3853.0	314.0	434.0	289.0	1940.0	80519.9
NYU_0051033	1071.0	562.0	2110.0	1449.0	270.0	2529.0	4365.0	2525.0	957.0	4766.0	2285.0	3088.0	1755.0	3255.0	688.0	1444.0	1024.0	692.0	1175.0	1517.0	3867.0	1047.0	4492.0	4237.0	453.0	5918.0	7409.0	5485.0	3352.0	3459.0	308.0	515.0	321.0	1924.0	80313.5
NYU_0051034	850.0	957.0	2313.0	1622.0	378.0	3375.0	4701.0	3200.0	880.0	5078.0	2190.0	3624.0	1273.0	3445.0	787.0	2051.0	1361.0	727.0	1499.0	1977.0	3896.0	1161.0	5008.0	3877.0	661.0	5858.0	6417.0	6247.0	3607.0	3935.0	312.0	348.0	359.0	1805.0	85777.7
NYU_0051035	940.0	717.0	1920.0	1300.0	308.0	3404.0	6524.0	2851.0	790.0	4611.0	2397.0	3151.0	1848.0	3677.0	781.0	1403.0	1625.0	717.0	1314.0	1206.0	4418.0	1277.0	4925.0	4123.0	859.0	5938.0	7518.0	6250.0	4072.0	4049.0	343.0	455.0	369.0	2104.0	88183.8
NYU_0051036	847.0	606.0	2140.0	1377.0	253.0	2989.0	5241.0	2808.0	791.0	4726.0	2158.0	2573.0	1906.0	3004.0	534.0	1597.0	947.0	808.0	1392.0	1050.0	3966.0	944.0	4133.0	3462.0	558.0	5768.0	6924.0	4446.0	3205.0	3571.0	325.0	412.0	254.0	1906.0	77621.3
NYU_0051038	861.0	676.0	2976.0	1921.0	487.0	3266.0	5745.0	3514.0	981.0	4327.0	2398.0	3389.0	1944.0	3078.0	670.0	1956.0	1542.0	657.0	1414.0	1832.0	4745.0	1165.0	4890.0	4239.0	691.0	6076.0	7960.0	5917.0	3652.0	3392.0	280.0	451.0	305.0	2364.0	89757.8
NYU_0051039	708.0	915.0	2285.0	1505.0	416.0	3244.0	5022.0	3175.0	896.0	4224.0	1985.0	2904.0	1521.0	2905.0	643.0	1327.0	1407.0	788.0	1629.0	1443.0	4339.0	1431.0	4631.0	4007.0	730.0	5044.0	6376.0	5713.0	3518.0	3359.0	268.0	388.0	344.0	2212.0	81305.5
NYU_0051040	913.0	690.0	1860.0	1705.0	274.0	3819.0	5138.0	2982.0	1135.0	4393.0	2396.0	2959.0	1804.0	3603.0	698.0	1835.0	1397.0	706.0	1416.0	1551.0	4359.0	1499.0	4821.0	3966.0	617.0	5713.0	7281.0	5920.0	3827.0	4037.0	304.0	404.0	354.0	1921.0	86294.9
NYU_0051041	765.0	664.0	1789.0	1413.0	245.0	3153.0	4863.0	2237.0	762.0	3792.0	1966.0	2498.0	1342.0	2841.0	606.0	1409.0	1340.0	726.0	1198.0	993.0	3480.0	940.0	3912.0	3212.0	549.0	5184.0	6095.0	4688.0	3566.0	3133.0	241.0	445.0	272.0	1706.0	72023.5
NYU_0051042	693.0	624.0	2625.0	1451.0	240.0	2807.0	4712.0	2309.0	957.0	4586.0	1770.0	2810.0	1634.0	2683.0	624.0	1385.0	1399.0	668.0	1379.0	1225.0	3823.0	1124.0	4914.0	3878.0	504.0	4981.0	6027.0	5354.0	3452.0	2749.0	293.0	287.0	285.0	1595.0	75848.2
NYU_0051044	889.0	874.0	2482.0	1638.0	297.0	3154.0	5566.0	2324.0	909.0	4330.0	2716.0	2946.0	2101.0	3216.0	561.0	1753.0	1340.0	957.0	1867.0	1574.0	4076.0	1148.0	5659.0	3880.0	626.0	6929.0	7863.0	5581.0	3942.0	3060.0	249.0	343.0	344.0	2076.0	87270.9
NYU_0051045	996.0	978.0	2362.0	1421.0	232.0	2287.0	5433.0	2338.0	1055.0	4836.0	2392.0	2875.0	1897.0	3510.0	683.0	1619.0	1354.0	783.0	1580.0	1297.0	4011.0	1423.0	4826.0	3913.0	732.0	6960.0	6630.0	5511.0	3572.0	3137.0	325.0	516.0	298.0	1721.0	83500.8
NYU_0051046	962.0	672.0	1731.0	1531.0	295.0	3191.0	5461.0	3085.0	916.0	4046.0	2272.0	3006.0	1942.0	3308.0	564.0	1673.0	1406.0	666.0	1261.0	1405.0	4488.0	1522.0	5105.0	4106.0	547.0	6371.0	7638.0	5149.0	3652.0	3659.0	261.0	412.0	341.0	2010.0	84657.8
NYU_0051047	914.0	755.0	2014.0	1416.0	260.0	3561.0	5754.0	2762.0	876.0	4954.0	2294.0	3094.0	1887.0	3224.0	731.0	1496.0	1162.0	734.0	1180.0	1410.0	3866.0	1115.0	5147.0	3828.0	623.0	6220.0	7222.0	6167.0	4037.0	3664.0	256.0	380.0	312.0	1966.0	85281.0
NYU_0051048	1032.0	769.0	2631.0	1657.0	295.0	3618.0	6158.0	2943.0	989.0	4663.0	2527.0	3790.0	1648.0	3885.0	753.0	1786.0	1910.0	762.0	1922.0	1717.0	4570.0	1290.0	5509.0	4406.0	939.0	6544.0	7947.0	5855.0	4094.0	4005.0	284.0	284.0	329.0	2048.0	93560.5
NYU_0051049	1104.0	851.0	1742.0	1694.0	317.0	3010.0	6443.0	2737.0	786.0	4030.0	2353.0	3288.0	1965.0	3683.0	774.0	1315.0	1026.0	804.0	1488.0	1747.0	4051.0	1290.0	4262.0	4170.0	694.0	6059.0	6931.0	5682.0	3572.0	3799.0	254.0	452.0	317.0	1998.0	84688.2
NYU_0051050	923.0	873.0	2403.0	1633.0	267.0	2850.0	5058.0	2671.0	915.0	5584.0	2123.0	3061.0	1994.0	3293.0	552.0	1557.0	1159.0	702.0	1523.0	1678.0	3643.0	1375.0	4233.0	3552.0	659.0	5949.0	6386.0	4875.0	3297.0	3387.0	368.0	403.0	332.0	1677.0	80951.0
NYU_0051051	837.0	580.0	1752.0	1312.0	447.0	3157.0	4774.0	3025.0	757.0	4034.0	2042.0	2929.0	1525.0	2752.0	468.0	1183.0	1142.0	716.0	1269.0	1201.0	3877.0	960.0	4546.0	3261.0	518.0	4332.0	6263.0	5260.0	3013.0	3075.0	293.0	370.0	295.0	1700.0	73663.6
NYU_0051052	857.0	610.0	2185.0	1311.0	314.0	2825.0	4815.0	2454.0	819.0	5176.0	2403.0	2462.0	2000.0	3044.0	659.0	1825.0	1160.0	762.0	1901.0	1333.0	3947.0	1309.0	4478.0	3944.0	700.0	5964.0	6821.0	5221.0	3372.0	3586.0	327.0	411.0	287.0	1880.0	81159.4
NYU_0051053	1133.0	874.0	2565.0	1373.0	192.0	3797.0	6063.0	3346.0	990.0	4482.0	2759.0	3212.0	1954.0	3449.0	894.0	1487.0	1420.0	860.0	1972.0	1400.0	4504.0	1449.0	4515.0	4482.0	670.0	6893.0	7404.0	6542.0	3972.0	3561.0	308.0	452.0	364.0	2291.0	91630.4
NYU_0051054	902.0	831.0	2562.0	1724.0	401.0	3353.0	5253.0	3160.0	1041.0	5314.0	2845.0	3289.0	2007.0	3539.0	792.0	1769.0	1464.0	857.0	1591.0	1407.0	4719.0	1175.0	5824.0	5008.0	780.0	5769.0	7568.0	6249.0	3567.0	4380.0	272.0	455.0	399.0	2045.0	92309.8
NYU_0051055	958.0	844.0	2021.0	1327.0	266.0	2691.0	4968.0	2876.0	931.0	3668.0	1740.0	2757.0	1444.0	3359.0	651.0	1593.0	931.0	645.0	1278.0	1370.0	3492.0	1167.0	4190.0	3370.0	484.0	5443.0	6697.0	5406.0	3499.0	3427.0	249.0	408.0	318.0	1770.0	76238.5
NYU_0051056	810.0	934.0	2355.0	1385.0	413.0	3129.0	5173.0	3210.0	926.0	4610.0	2440.0	2375.0	1897.0	3481.0	598.0	1636.0	1536.0	753.0	1289.0	1192.0	3724.0	1333.0	4878.0	3993.0	668.0	6031.0	7104.0	5068.0	4116.0	3561.0	245.0	432.0	347.0	2162.0	83806.2
NYU_0051057	970.0	931.0	2852.0	1800.0	277.0	2946.0	5403.0	3572.0	1017.0	4684.0	2360.0	2902.0	1894.0	3632.0	695.0	1818.0	1314.0	686.0	1648.0	1610.0	4034.0	1584.0	4703.0	4017.0	842.0	6954.0	6953.0	5193.0	3433.0	3458.0	268.0	440.0	363.0	2060.0	87314.1
NYU_0051058	1037.0	760.0	1760.0	1766.0	315.0	2966.0	5241.0	2480.0	902.0	4184.0	2197.0	3145.0	1662.0	3701.0	724.0	1608.0	1400.0	637.0	1391.0	1679.0	4097.0	1005.0	4581.0	3727.0	614.0	5917.0	7464.0	5257.0	3581.0	3663.0	254.0	366.0	307.0	1944.0	82334.6
NYU_0051059	816.0	604.0	1538.0	1782.0	285.0	2270.0	4846.0	2231.0	683.0	4212.0	2011.0	3125.0	1569.0	3161.0	647.0	1289.0	1083.0	685.0	1564.0	1440.0	3017.0	889.0	3581.0	3092.0	490.0	4996.0	5571.0	4437.0	3250.0	2417.0	212.0	349.0	282.0	1571.0	69995.2
NYU_0051060	885.0	603.0	1635.0	1059.0	379.0	2718.0	5360.0	3194.0	770.0	4017.0	1983.0	2399.0	1602.0	3435.0	722.0	1495.0	1241.0	650.0	1380.0	996.0	3537.0	1037.0	4535.0	3186.0	554.0	4725.0	6269.0	4481.0	3388.0	3608.0	262.0	401.0	337.0	1784.0	74627.5
NYU_0051061	999.0	782.0	1500.0	1462.0	298.0	2359.0	4725.0	2285.0	764.0	4095.0	2212.0	3007.0	1812.0	2817.0	624.0	1373.0	1021.0	702.0	1393.0	1516.0	3695.0	1231.0	3817.0	3408.0	657.0	5099.0	6648.0	4573.0	3418.0	3148.0	265.0	390.0	318.0	2016.0	74429.3
NYU_0051062	767.0	671.0	1761.0	1266.0	214.0	2317.0	4442.0	2028.0	722.0	4028.0	2088.0	2668.0	1786.0	2746.0	509.0	1348.0	1008.0	615.0	971.0	1481.0	3455.0	993.0	3964.0	2997.0	494.0	5095.0	5647.0	4190.0	2989.0	2716.0	208.0	409.0	291.0	1593.0	68478.9
NYU_0051063	1099.0	751.0	2263.0	1828.0	407.0	3401.0	4922.0	3214.0	927.0	4503.0	2932.0	3066.0	2118.0	3508.0	606.0	1782.0	1565.0	636.0	1327.0	1669.0	4047.0	1293.0	5334.0	3853.0	630.0	6281.0	7627.0	5176.0	4212.0	4142.0	347.0	359.0	301.0	2150.0	88277.2
NYU_0051064	1012.0	581.0	1997.0	1498.0	334.0	3176.0	5130.0	2690.0	1021.0	4153.0	2386.0	3017.0	1540.0	3122.0	636.0	1380.0	1297.0	781.0	1482.0	1230.0	3430.0	1012.0	5225.0	3640.0	404.0	5893.0	6082.0	5191.0	3473.0	3939.0	249.0	426.0	353.0	1735.0	79517.8
NYU_0051065	681.0	842.0	1657.0	1623.0	177.0	3135.0	5333.0	3368.0	885.0	4551.0	2193.0	3066.0	1881.0	3188.0	660.0	1476.0	1011.0	647.0	1514.0	1381.0	3822.0	1159.0	4286.0	4129.0	553.0	6319.0	7122.0	5503.0	3202.0	4065.0	232.0	403.0	418.0	1995.0	82478.4
NYU_0051066	783.0	910.0	1575.0	1322.0	241.0	2798.0	5363.0	2904.0	812.0	4016.0	2212.0	2916.0	1655.0	2843.0	719.0	1354.0	1110.0	700.0	1524.0	1429.0	3477.0	1202.0	4856.0	3605.0	599.0	5150.0	6878.0	4622.0	2934.0	3207.0	229.0	315.0	228.0	2006.0	76494.4
NYU_0051067	1181.0	846.0	2894.0	1652.0	513.0	3753.0	7760.0	4005.0	1065.0	6099.0	3072.0	3577.0	2346.0	4506.0	929.0	1980.0	2082.0	846.0	1980.0	1617.0	5012.0	1312.0	5719.0	5349.0	758.0	7516.0	8986.0	6825.0	4016.0	3968.0	300.0	542.0	464.0	2267.0	105736.0
NYU_0051068	876.0	654.0	2196.0	1315.0	274.0	3204.0	5262.0	2960.0	949.0	4034.0	2512.0	2672.0	1803.0	3333.0	735.0	1541.0	1419.0	688.0	1403.0	1429.0	4035.0	1234.0	4642.0	3973.0	476.0	5049.0	7042.0	4772.0	3490.0	3892.0	195.0	401.0	345.0	1898.0	80702.2
NYU_0051069	1045.0	623.0	2800.0	1673.0	409.0	3484.0	5287.0	3354.0	1063.0	5565.0	2748.0	2829.0	2142.0	3613.0	704.0	1687.0	1397.0	802.0	1652.0	1549.0	4233.0	1251.0	5588.0	4001.0	772.0	6281.0	8189.0	5563.0	4108.0	4775.0	257.0	527.0	431.0	2356.0	92759.7
NYU_0051070	1140.0	917.0	2766.0	1463.0	437.0	4284.0	6313.0	3643.0	1187.0	5444.0	2852.0	2986.0	1866.0	3835.0	873.0	1662.0	1488.0	918.0	1801.0	1199.0	4308.0	1592.0	4757.0	4547.0	724.0	6950.0	7550.0	5578.0	3817.0	5112.0	274.0	414.0	315.0	1918.0	94928.7
NYU_0051071	1074.0	845.0	2249.0	1780.0	347.0	3719.0	6676.0	3769.0	1126.0	4287.0	2184.0	3225.0	1349.0	3745.0	700.0	1655.0	1588.0	793.0	1317.0	1787.0	4779.0	1461.0	5421.0	3960.0	529.0	6563.0	7253.0	6399.0	3735.0	3684.0	295.0	501.0	294.0	1855.0	90943.7
NYU_0051072	841.0	857.0	2395.0	1107.0	255.0	3082.0	5046.0	2889.0	841.0	4319.0	2410.0	2598.0	1782.0	3191.0	625.0	1563.0	1493.0	725.0	1384.0	1081.0	3702.0	1369.0	4746.0	3716.0	875.0	5555.0	7184.0	5313.0	3257.0	3841.0	225.0	320.0	306.0	2108.0	81000.7
NYU_0051073	699.0	777.0	2248.0	1677.0	294.0	2654.0	4870.0	2836.0	1058.0	4916.0	1854.0	3097.0	1565.0	3066.0	558.0	1284.0	1778.0	584.0	1701.0	1712.0	3868.0	1047.0	4592.0	3898.0	586.0	5355.0	6625.0	5226.0	3600.0	3788.0	347.0	411.0	329.0	2041.0	80942.0
NYU_0051074	1305.0	758.0	3417.0	1914.0	315.0	3587.0	7058.0	3863.0	1149.0	5020.0	2726.0	3803.0	2163.0	4024.0	791.0	1935.0	1652.0	882.0	1812.0	1822.0	4255.0	1516.0	5567.0	4714.0	820.0	7085.0	8925.0	5630.0	4335.0	4527.0	307.0	419.0	428.0	2520.0	101044.0
