lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area
NYU_0050956	1044.0	585.0	2043.0	1229.0	282.0	2979.0	4341.0	2790.0	828.0	3606.0	2209.0	2502.0	1426.0	2780.0	696.0	1390.0	1693.0	504.0	1295.0	1195.0	3408.0	1081.0	4262.0	3772.0	763.0	4731.0	6503.0	4893.0	3586.0	2815.0	184.0	452.0	373.0	1670.0	73909.9
NYU_0050957	871.0	465.0	1718.0	1399.0	344.0	2850.0	3606.0	2813.0	822.0	4057.0	2224.0	2678.0	1300.0	2600.0	710.0	1262.0	1344.0	582.0	1310.0	1127.0	3777.0	993.0	4095.0	3730.0	687.0	4034.0	5885.0	5345.0	3012.0	3450.0	238.0	529.0	374.0	2026.0	72257.2
NYU_0050958	1112.0	713.0	2274.0	1323.0	366.0	2806.0	3798.0	2961.0	892.0	3905.0	2327.0	2156.0	1456.0	2904.0	771.0	1449.0	1572.0	593.0	1285.0	1007.0	3868.0	1018.0	4226.0	3391.0	724.0	5358.0	6515.0	4764.0	3331.0	3643.0	172.0	410.0	430.0	1816.0	75338.0
NYU_0050959	915.0	726.0	2013.0	1339.0	274.0	2988.0	3693.0	2726.0	940.0	3986.0	2459.0	2810.0	1463.0	2636.0	523.0	1165.0	1818.0	521.0	1298.0	1094.0	3407.0	1093.0	4352.0	2859.0	757.0	5012.0	6709.0	4661.0	3451.0	3747.0	134.0	415.0	477.0	1755.0	74214.4
NYU_0050960	1016.0	533.0	2634.0	1764.0	234.0	3160.0	4735.0	3832.0	914.0	4478.0	2661.0	3238.0	1585.0	3053.0	855.0	1458.0	1516.0	674.0	1177.0	1513.0	4409.0	1328.0	4971.0	3815.0	650.0	5375.0	7345.0	5636.0	3347.0	3560.0	206.0	420.0	388.0	2214.0	84696.3
NYU_0050961	834.0	349.0	1587.0	1090.0	290.0	2378.0	4038.0	2210.0	818.0	3976.0	2134.0	2498.0	1068.0	2258.0	588.0	986.0	1213.0	474.0	829.0	1005.0	3306.0	762.0	3663.0	2688.0	417.0	4285.0	5536.0	4388.0	2817.0	2819.0	144.0	374.0	328.0	1457.0	63605.9
NYU_0050962	872.0	631.0	1874.0	1112.0	273.0	2602.0	3428.0	2842.0	669.0	3579.0	1908.0	2675.0	1237.0	2741.0	612.0	1208.0	1098.0	543.0	921.0	1056.0	3246.0	979.0	4088.0	2677.0	713.0	4568.0	5657.0	4198.0	3047.0	2714.0	140.0	347.0	432.0	1671.0	66356.6
NYU_0050964	1109.0	512.0	2436.0	1320.0	423.0	3331.0	5297.0	3397.0	935.0	4664.0	2313.0	2812.0	1568.0	3389.0	756.0	1461.0	1988.0	607.0	1122.0	1111.0	4396.0	1030.0	4130.0	3682.0	697.0	5072.0	7169.0	5616.0	3501.0	3730.0	244.0	531.0	489.0	1993.0	82829.0
NYU_0050965	1527.0	550.0	2325.0	1409.0	475.0	3673.0	4966.0	2962.0	1207.0	5125.0	2430.0	3229.0	1679.0	3525.0	720.0	1429.0	1607.0	728.0	1152.0	1168.0	4458.0	1430.0	4621.0	4131.0	760.0	5652.0	7494.0	5126.0	4459.0	4552.0	214.0	556.0	420.0	2299.0	88057.3
NYU_0050966	1164.0	712.0	2360.0	1525.0	488.0	3679.0	4238.0	3106.0	1212.0	5814.0	2474.0	3143.0	1949.0	3260.0	744.0	1727.0	1494.0	536.0	1340.0	1331.0	4094.0	1497.0	4802.0	3796.0	986.0	6842.0	7911.0	5934.0	3844.0	4356.0	175.0	487.0	461.0	2256.0	89735.3
NYU_0050967	1145.0	567.0	2129.0	1613.0	341.0	3371.0	3726.0	3228.0	977.0	4852.0	2290.0	2441.0	1481.0	2785.0	570.0	1409.0	1663.0	584.0	1641.0	1292.0	3694.0	1123.0	4509.0	3394.0	545.0	5489.0	7471.0	5015.0	3684.0	3539.0	204.0	477.0	430.0	1967.0	79647.8
NYU_0050968	1122.0	768.0	2408.0	1580.0	377.0	3443.0	4565.0	3398.0	1290.0	5933.0	2676.0	3280.0	1875.0	2733.0	612.0	1287.0	1643.0	660.0	1433.0	1455.0	4490.0	1182.0	4894.0	4578.0	899.0	6631.0	7561.0	5543.0	4871.0	4469.0	273.0	528.0	527.0	2278.0	91260.1
NYU_0050969	888.0	551.0	2032.0	1331.0	285.0	2403.0	3926.0	2550.0	843.0	4492.0	2114.0	2644.0	1374.0	2745.0	669.0	1205.0	1247.0	613.0	1152.0	1044.0	4257.0	959.0	4234.0	3507.0	536.0	5047.0	6887.0	4855.0	3377.0	3748.0	170.0	497.0	405.0	1923.0	74510.1
NYU_0050970	1352.0	1042.0	3046.0	1380.0	422.0	4384.0	6053.0	3917.0	1460.0	4975.0	2701.0	3282.0	1659.0	3466.0	875.0	1456.0	1645.0	614.0	1135.0	1297.0	4555.0	1711.0	5278.0	4484.0	1047.0	5988.0	8424.0	5898.0	4343.0	4994.0	224.0	447.0	510.0	2093.0	96159.2
NYU_0050972	1232.0	700.0	3067.0	1555.0	362.0	4479.0	6469.0	4114.0	1862.0	6714.0	3557.0	3802.0	2018.0	4013.0	851.0	1707.0	2580.0	770.0	1815.0	1489.0	5731.0	1633.0	6770.0	5659.0	1184.0	7741.0	10530.0	7229.0	4771.0	5611.0	263.0	511.0	501.0	3454.0	114743.0
NYU_0050973	920.0	581.0	2638.0	1343.0	318.0	3326.0	3710.0	3504.0	934.0	4335.0	2731.0	3329.0	1695.0	2711.0	659.0	1301.0	1867.0	553.0	1219.0	1501.0	4348.0	1258.0	4825.0	3069.0	939.0	5694.0	7339.0	5122.0	3518.0	4376.0	230.0	538.0	417.0	2061.0	82906.9
NYU_0050974	1058.0	548.0	2426.0	1663.0	480.0	3606.0	5519.0	3512.0	1109.0	4738.0	2534.0	3361.0	1818.0	3326.0	1032.0	1419.0	1655.0	647.0	1454.0	1635.0	4297.0	1300.0	4573.0	4043.0	598.0	6421.0	6906.0	5624.0	3568.0	3782.0	223.0	567.0	417.0	2123.0	87983.8
NYU_0050976	1081.0	773.0	2342.0	1460.0	399.0	3451.0	4794.0	3324.0	1048.0	5538.0	2777.0	3890.0	1885.0	3193.0	869.0	1565.0	1526.0	677.0	1456.0	1501.0	5075.0	1189.0	5112.0	3335.0	1064.0	6953.0	7872.0	5563.0	4122.0	3553.0	210.0	443.0	539.0	2216.0	90797.1
NYU_0050977	997.0	653.0	2753.0	1279.0	298.0	3696.0	5747.0	3534.0	1270.0	6528.0	3052.0	2585.0	1578.0	3495.0	854.0	1437.0	1820.0	837.0	1476.0	1375.0	4574.0	1302.0	6738.0	4670.0	796.0	6829.0	8317.0	6156.0	4402.0	4239.0	234.0	546.0	679.0	2092.0	96838.5
NYU_0050978	1050.0	651.0	2296.0	1528.0	479.0	3097.0	4784.0	3334.0	1110.0	5017.0	2652.0	3031.0	2209.0	3231.0	793.0	1402.0	1918.0	628.0	1284.0	1688.0	4606.0	1374.0	5135.0	4304.0	916.0	6756.0	7036.0	5999.0	3544.0	3775.0	200.0	512.0	412.0	1896.0	88648.9
NYU_0050979	1120.0	635.0	2565.0	1543.0	347.0	3285.0	5536.0	3609.0	1287.0	5424.0	2688.0	2961.0	1920.0	3407.0	685.0	1481.0	1969.0	643.0	1454.0	1196.0	4926.0	1230.0	5880.0	4566.0	1100.0	7362.0	7947.0	5944.0	4460.0	4119.0	273.0	400.0	506.0	2295.0	94762.8
NYU_0050981	1035.0	616.0	2175.0	1622.0	261.0	3516.0	5264.0	3597.0	1385.0	5262.0	2990.0	2885.0	1671.0	3249.0	1241.0	1444.0	1575.0	707.0	1340.0	1394.0	4708.0	1373.0	5601.0	3548.0	908.0	6639.0	9400.0	5987.0	3886.0	3557.0	192.0	449.0	568.0	2156.0	92201.7
NYU_0050982	964.0	569.0	2655.0	1572.0	504.0	3762.0	5287.0	3270.0	913.0	4241.0	2754.0	2897.0	1718.0	2481.0	727.0	1552.0	1865.0	747.0	1278.0	1086.0	4839.0	1056.0	4840.0	4241.0	751.0	5948.0	7795.0	5291.0	3824.0	3713.0	234.0	486.0	534.0	1975.0	86367.8
NYU_0050983	1343.0	657.0	2940.0	1468.0	449.0	3739.0	6113.0	3674.0	1208.0	5298.0	3191.0	2651.0	2354.0	3469.0	764.0	1347.0	1539.0	772.0	1313.0	1107.0	5123.0	1569.0	5828.0	4052.0	763.0	7346.0	8731.0	5221.0	4195.0	4238.0	270.0	520.0	492.0	2515.0	96258.5
NYU_0050984	1039.0	490.0	2652.0	1746.0	387.0	3393.0	4254.0	3524.0	1254.0	6245.0	2992.0	3365.0	1750.0	3264.0	682.0	1321.0	1854.0	673.0	1252.0	1623.0	4982.0	1019.0	4984.0	4176.0	887.0	6678.0	7753.0	6948.0	3513.0	3406.0	208.0	441.0	433.0	1997.0	91184.8
NYU_0050985	1192.0	736.0	1725.0	1237.0	415.0	3757.0	5750.0	3735.0	1180.0	6306.0	3454.0	2615.0	1812.0	3686.0	808.0	1636.0	2137.0	817.0	1864.0	1275.0	4928.0	1698.0	6017.0	4680.0	1030.0	6443.0	8654.0	5894.0	4332.0	4099.0	241.0	480.0	465.0	2423.0	97522.1
NYU_0050986	1066.0	677.0	2574.0	1700.0	418.0	2555.0	5228.0	3043.0	1208.0	4831.0	2309.0	2145.0	1499.0	2590.0	689.0	1428.0	1519.0	668.0	1032.0	1293.0	3559.0	1380.0	4329.0	3861.0	638.0	5878.0	6851.0	5390.0	3245.0	3846.0	275.0	438.0	483.0	1788.0	80432.3
NYU_0050987	898.0	696.0	2226.0	1351.0	328.0	2708.0	3584.0	2704.0	1111.0	4060.0	2138.0	1870.0	1464.0	2305.0	789.0	1428.0	1308.0	659.0	1043.0	913.0	3843.0	1337.0	5029.0	4074.0	704.0	4793.0	6463.0	6070.0	3719.0	4343.0	202.0	433.0	352.0	2062.0	77003.7
NYU_0050988	979.0	559.0	1899.0	1750.0	392.0	3384.0	5835.0	3675.0	1330.0	4650.0	2795.0	3539.0	1741.0	3088.0	716.0	1146.0	1290.0	641.0	1062.0	1756.0	4845.0	1206.0	4312.0	4555.0	727.0	6252.0	7422.0	5670.0	3667.0	4297.0	193.0	531.0	417.0	2084.0	88403.8
NYU_0050989	990.0	565.0	2691.0	1542.0	493.0	3271.0	4325.0	4140.0	1140.0	5483.0	2411.0	2958.0	1831.0	3027.0	652.0	1649.0	1745.0	665.0	1264.0	1373.0	4433.0	1400.0	4865.0	3843.0	860.0	5200.0	7717.0	5659.0	3559.0	5005.0	188.0	576.0	647.0	2177.0	88343.2
NYU_0050990	1486.0	751.0	2579.0	1882.0	478.0	4409.0	5645.0	4596.0	1438.0	6457.0	3330.0	4056.0	2253.0	4071.0	907.0	1515.0	2049.0	756.0	1702.0	1942.0	5167.0	1354.0	5857.0	5125.0	1057.0	8350.0	8978.0	6841.0	4839.0	5354.0	255.0	506.0	513.0	2628.0	109124.0
NYU_0050991	1021.0	562.0	3361.0	1228.0	307.0	3019.0	4031.0	2410.0	1065.0	4273.0	2804.0	2705.0	1584.0	3124.0	553.0	1432.0	1408.0	547.0	1074.0	1121.0	3818.0	1038.0	4830.0	3424.0	857.0	5212.0	7090.0	4632.0	3578.0	3336.0	136.0	451.0	352.0	1736.0	78118.7
NYU_0050992	1285.0	931.0	2271.0	1475.0	405.0	3539.0	5090.0	3595.0	1018.0	5257.0	2446.0	2899.0	1630.0	2980.0	773.0	1543.0	1407.0	629.0	1330.0	1181.0	4567.0	1285.0	5010.0	3794.0	968.0	6137.0	7203.0	6356.0	3680.0	4086.0	234.0	563.0	399.0	1852.0	87818.5
NYU_0050993	1233.0	595.0	3011.0	1467.0	350.0	3594.0	5331.0	3605.0	1140.0	5473.0	2719.0	3283.0	1554.0	3438.0	717.0	1463.0	1716.0	678.0	1171.0	1423.0	4741.0	1259.0	5294.0	3989.0	735.0	6250.0	7055.0	5543.0	3949.0	4258.0	252.0	495.0	373.0	2038.0	90190.5
NYU_0050994	991.0	641.0	2461.0	1527.0	425.0	3128.0	4611.0	3032.0	1151.0	4932.0	2519.0	3097.0	1649.0	3037.0	679.0	1370.0	1452.0	650.0	1248.0	1516.0	3686.0	1043.0	4336.0	3701.0	810.0	6069.0	7261.0	5767.0	3866.0	3787.0	166.0	500.0	442.0	2345.0	83896.1
NYU_0050995	1139.0	612.0	3276.0	1401.0	366.0	3310.0	4978.0	3875.0	1166.0	5588.0	3145.0	3036.0	1999.0	3333.0	560.0	1649.0	2641.0	799.0	1616.0	1318.0	4520.0	1300.0	5289.0	4152.0	926.0	6432.0	7951.0	5692.0	3572.0	3874.0	233.0	470.0	535.0	2319.0	93073.2
NYU_0050996	874.0	783.0	2309.0	1829.0	352.0	3716.0	5006.0	3666.0	956.0	4916.0	2519.0	3126.0	1716.0	3098.0	779.0	1079.0	1250.0	663.0	1157.0	1385.0	3861.0	1247.0	5202.0	3635.0	832.0	6453.0	6388.0	6039.0	4079.0	4533.0	205.0	480.0	501.0	1781.0	86419.2
NYU_0050997	1207.0	1099.0	3000.0	1645.0	397.0	3779.0	4673.0	4246.0	1141.0	5564.0	3312.0	4025.0	2336.0	3939.0	1008.0	1729.0	1887.0	839.0	1696.0	1502.0	4991.0	1854.0	6251.0	4539.0	1252.0	7047.0	9062.0	6751.0	4956.0	4821.0	235.0	508.0	550.0	2653.0	104492.0
NYU_0050998	1036.0	721.0	2586.0	1388.0	510.0	3665.0	5208.0	3441.0	1340.0	5414.0	2711.0	3212.0	1821.0	2898.0	943.0	1388.0	1417.0	736.0	1529.0	1312.0	4594.0	1308.0	5113.0	4713.0	839.0	6501.0	8402.0	7224.0	4061.0	4880.0	292.0	523.0	532.0	2329.0	94585.0
NYU_0050999	928.0	551.0	2310.0	1658.0	366.0	3020.0	4259.0	3501.0	865.0	5096.0	2365.0	2158.0	1889.0	2994.0	657.0	1546.0	1457.0	618.0	1169.0	1240.0	4089.0	1132.0	5154.0	3954.0	825.0	6099.0	7920.0	5004.0	3903.0	3517.0	241.0	436.0	571.0	2287.0	83782.0
NYU_0051000	1276.0	644.0	3141.0	1747.0	514.0	3449.0	5313.0	3815.0	1057.0	5741.0	2878.0	3584.0	1794.0	3521.0	711.0	1747.0	1969.0	726.0	1419.0	1453.0	4236.0	1448.0	5474.0	4095.0	915.0	6129.0	8063.0	5860.0	4288.0	3871.0	181.0	574.0	490.0	2028.0	94151.5
NYU_0051001	1077.0	698.0	2869.0	1424.0	326.0	2481.0	4535.0	2761.0	1209.0	4928.0	2788.0	3296.0	1841.0	3201.0	633.0	1635.0	1633.0	749.0	1252.0	1052.0	4599.0	1341.0	5249.0	3427.0	878.0	6682.0	7380.0	5325.0	4137.0	3783.0	270.0	376.0	452.0	2165.0	86451.4
NYU_0051002	1074.0	436.0	2472.0	1640.0	439.0	3929.0	4971.0	3339.0	1022.0	5971.0	2655.0	3542.0	1965.0	3640.0	1022.0	1470.0	1637.0	661.0	1750.0	1410.0	5000.0	1037.0	5069.0	5014.0	808.0	6672.0	7897.0	6528.0	4023.0	4757.0	252.0	519.0	527.0	2174.0	95321.1
NYU_0051003	1374.0	616.0	2602.0	1737.0	482.0	3496.0	4905.0	3351.0	1113.0	5160.0	2579.0	3509.0	1808.0	3038.0	765.0	1496.0	1395.0	703.0	964.0	1583.0	4649.0	1194.0	4750.0	4750.0	723.0	7316.0	8241.0	5767.0	4156.0	4033.0	213.0	540.0	464.0	1843.0	91314.7
NYU_0051006	846.0	509.0	2646.0	1575.0	356.0	2656.0	3792.0	3191.0	840.0	4997.0	2314.0	3291.0	1611.0	3353.0	707.0	1253.0	1872.0	592.0	1732.0	1413.0	3902.0	1076.0	4500.0	3581.0	574.0	6472.0	7350.0	4958.0	3776.0	3920.0	208.0	472.0	376.0	1932.0	82645.5
NYU_0051007	1017.0	479.0	1562.0	1431.0	388.0	3036.0	4486.0	3113.0	912.0	3885.0	2390.0	2252.0	1598.0	2782.0	624.0	1314.0	1750.0	536.0	1398.0	1191.0	3913.0	1095.0	4410.0	3870.0	503.0	5917.0	7437.0	4616.0	3657.0	3636.0	197.0	435.0	436.0	2210.0	78476.9
NYU_0051008	1226.0	743.0	2636.0	1442.0	469.0	3055.0	5137.0	3146.0	1474.0	4403.0	2534.0	2293.0	1963.0	3452.0	826.0	1505.0	1874.0	630.0	1104.0	1121.0	4167.0	1399.0	5386.0	4200.0	729.0	5606.0	7133.0	6894.0	3961.0	4324.0	217.0	507.0	461.0	2240.0	88256.4
NYU_0051009	1064.0	927.0	2910.0	1671.0	440.0	3897.0	5441.0	3281.0	1246.0	4941.0	3060.0	3343.0	2002.0	3351.0	876.0	1346.0	1941.0	734.0	1387.0	1297.0	4668.0	1336.0	4477.0	5076.0	1145.0	6110.0	7927.0	6769.0	4055.0	5010.0	270.0	581.0	434.0	2491.0	95505.5
NYU_0051010	1371.0	733.0	2474.0	1649.0	333.0	3319.0	5099.0	4010.0	1354.0	5122.0	2570.0	3501.0	2066.0	3697.0	674.0	1518.0	1686.0	583.0	1329.0	1400.0	5213.0	1416.0	5529.0	4511.0	978.0	6070.0	8804.0	6851.0	4410.0	4573.0	237.0	526.0	463.0	2038.0	96107.1
NYU_0051011	1241.0	676.0	2417.0	1498.0	391.0	3709.0	5487.0	3547.0	1489.0	5407.0	2867.0	4062.0	1710.0	3736.0	895.0	1607.0	1639.0	601.0	1635.0	1379.0	5240.0	1742.0	5913.0	4504.0	841.0	6821.0	8299.0	5843.0	4405.0	4870.0	210.0	493.0	479.0	2387.0	98037.6
NYU_0051012	1280.0	493.0	1695.0	1126.0	436.0	2897.0	4536.0	3558.0	927.0	4166.0	2206.0	2655.0	1427.0	2632.0	607.0	1204.0	1411.0	468.0	1234.0	1067.0	3876.0	930.0	3727.0	3885.0	514.0	4737.0	6446.0	5090.0	3282.0	4156.0	216.0	439.0	365.0	1731.0	75417.7
NYU_0051013	922.0	526.0	1758.0	1217.0	292.0	2658.0	4874.0	3027.0	898.0	4436.0	1983.0	2643.0	1488.0	3042.0	590.0	1028.0	1106.0	542.0	1222.0	1145.0	3600.0	976.0	3773.0	3482.0	541.0	5372.0	6160.0	4599.0	2850.0	3428.0	193.0	417.0	298.0	1775.0	72863.4
NYU_0051014	1001.0	694.0	2866.0	1726.0	371.0	3644.0	4919.0	3647.0	1535.0	5428.0	2501.0	3586.0	1697.0	4085.0	828.0	1666.0	1762.0	685.0	1384.0	1971.0	4791.0	1462.0	5632.0	5174.0	940.0	6841.0	8774.0	6240.0	4804.0	4734.0	266.0	517.0	569.0	2204.0	98947.2
NYU_0051015	984.0	617.0	2396.0	1318.0	362.0	3573.0	4248.0	3729.0	1083.0	5332.0	2282.0	3431.0	1380.0	3628.0	765.0	1086.0	1643.0	631.0	1358.0	1248.0	3557.0	1267.0	4829.0	3441.0	777.0	5613.0	6112.0	5376.0	3907.0	3332.0	166.0	433.0	437.0	2178.0	82519.6
NYU_0051016	907.0	681.0	2794.0	1806.0	569.0	3255.0	4734.0	3848.0	964.0	4945.0	2847.0	2547.0	2160.0	2995.0	673.0	1471.0	1907.0	618.0	1259.0	1350.0	5282.0	1413.0	5394.0	3697.0	894.0	5729.0	8693.0	5504.0	4044.0	4596.0	263.0	479.0	586.0	2599.0	91502.5
NYU_0051017	1129.0	670.0	2853.0	2296.0	537.0	3864.0	6244.0	4420.0	1703.0	5594.0	2979.0	3469.0	2275.0	3774.0	937.0	1668.0	2456.0	758.0	2051.0	1899.0	5523.0	1410.0	5806.0	4245.0	1035.0	6473.0	9511.0	6115.0	4666.0	5073.0	241.0	485.0	567.0	2771.0	105497.0
NYU_0051018	1068.0	807.0	3092.0	1653.0	394.0	3268.0	4366.0	3545.0	1114.0	5718.0	2955.0	3563.0	1683.0	3332.0	707.0	1773.0	2133.0	699.0	1349.0	1307.0	4440.0	1403.0	5229.0	3928.0	1196.0	6492.0	8221.0	5299.0	3886.0	3732.0	240.0	395.0	438.0	2228.0	91651.9
NYU_0051019	1454.0	633.0	2531.0	1456.0	402.0	3740.0	6035.0	3434.0	1268.0	5729.0	2888.0	3451.0	1850.0	3398.0	723.0	1405.0	1694.0	631.0	1379.0	1336.0	4623.0	1282.0	5209.0	4287.0	1043.0	5698.0	7736.0	6028.0	3763.0	4199.0	210.0	484.0	520.0	2332.0	92852.7
NYU_0051020	936.0	534.0	1925.0	1558.0	361.0	3221.0	4769.0	2751.0	1058.0	5408.0	2583.0	3169.0	1775.0	2762.0	711.0	1346.0	1493.0	565.0	1255.0	1523.0	3233.0	1185.0	4739.0	3428.0	866.0	5692.0	7264.0	4018.0	3964.0	4029.0	215.0	499.0	445.0	2449.0	81728.4
NYU_0051021	1107.0	572.0	2092.0	1178.0	418.0	3068.0	4452.0	3023.0	1101.0	4603.0	2684.0	2825.0	1668.0	2612.0	721.0	1303.0	1481.0	532.0	1440.0	1373.0	3660.0	1211.0	4616.0	3550.0	582.0	5348.0	7399.0	4798.0	3576.0	3421.0	176.0	495.0	436.0	2129.0	79650.9
NYU_0051023	1079.0	593.0	2742.0	1639.0	463.0	3819.0	6632.0	4329.0	1438.0	5374.0	3127.0	3047.0	1940.0	3998.0	754.0	1677.0	2457.0	777.0	1641.0	1364.0	5122.0	1180.0	5671.0	5521.0	921.0	6457.0	9088.0	7491.0	4572.0	5111.0	257.0	492.0	478.0	2313.0	103561.0
NYU_0051024	1163.0	655.0	2901.0	1623.0	357.0	3188.0	5009.0	3735.0	1095.0	5380.0	3195.0	3146.0	1828.0	3535.0	823.0	1610.0	2061.0	753.0	1357.0	1194.0	4692.0	1076.0	6226.0	3759.0	793.0	6019.0	7934.0	5367.0	3888.0	3844.0	208.0	490.0	488.0	2449.0	91837.8
NYU_0051025	972.0	816.0	3219.0	1649.0	481.0	4105.0	4495.0	3898.0	1242.0	4974.0	3133.0	2876.0	1787.0	3491.0	729.0	1601.0	2476.0	656.0	1453.0	1240.0	4841.0	1418.0	5433.0	4421.0	1090.0	6583.0	8129.0	6567.0	4892.0	5084.0	211.0	518.0	647.0	2741.0	97867.6
NYU_0051026	1184.0	545.0	2309.0	1728.0	397.0	3091.0	5046.0	3988.0	1191.0	5616.0	3117.0	3087.0	1945.0	3900.0	687.0	1466.0	1607.0	707.0	1610.0	1288.0	4477.0	1188.0	5962.0	4561.0	1025.0	6301.0	8754.0	7106.0	4268.0	4517.0	211.0	497.0	401.0	2118.0	95895.6
NYU_0051027	1155.0	652.0	2315.0	1500.0	532.0	3950.0	4931.0	3727.0	1120.0	4839.0	3013.0	2891.0	1974.0	3040.0	650.0	1525.0	2269.0	867.0	1479.0	1162.0	4916.0	1113.0	4993.0	5647.0	884.0	7799.0	9423.0	7304.0	4633.0	4328.0	175.0	611.0	773.0	2570.0	98760.3
NYU_0051028	1184.0	645.0	2947.0	1477.0	377.0	2944.0	4022.0	2865.0	831.0	5207.0	2615.0	2684.0	1774.0	3207.0	685.0	1843.0	1800.0	662.0	1407.0	1354.0	4272.0	1232.0	4959.0	3600.0	746.0	6356.0	8200.0	5824.0	4490.0	4172.0	181.0	557.0	458.0	2025.0	87597.1
NYU_0051029	1486.0	948.0	2567.0	1508.0	405.0	3759.0	5090.0	3229.0	959.0	5839.0	2755.0	3112.0	1868.0	3433.0	858.0	1568.0	1531.0	713.0	1396.0	1434.0	4432.0	1341.0	5365.0	4485.0	925.0	6724.0	8373.0	4871.0	3569.0	3097.0	148.0	462.0	412.0	2566.0	91225.5
NYU_0051030	1113.0	785.0	2504.0	1200.0	455.0	3829.0	6441.0	3188.0	1414.0	5948.0	2701.0	3183.0	1959.0	3112.0	776.0	1750.0	1761.0	724.0	1270.0	1289.0	4448.0	1401.0	5343.0	3314.0	946.0	5854.0	8217.0	5843.0	4028.0	4358.0	212.0	476.0	435.0	2143.0	92421.2
NYU_0051032	975.0	570.0	2256.0	1469.0	438.0	2943.0	4215.0	3061.0	1240.0	4808.0	2425.0	2799.0	1479.0	2966.0	605.0	1245.0	1886.0	546.0	1319.0	1248.0	4069.0	1181.0	4774.0	3979.0	555.0	5263.0	6027.0	6165.0	3266.0	3587.0	182.0	438.0	432.0	1920.0	80330.3
NYU_0051033	873.0	1013.0	2312.0	1421.0	333.0	2778.0	3891.0	2854.0	1209.0	4481.0	2384.0	2197.0	1802.0	2512.0	585.0	1373.0	1433.0	613.0	1147.0	1074.0	3884.0	1515.0	4164.0	3940.0	865.0	5411.0	6589.0	5335.0	3268.0	3014.0	182.0	467.0	377.0	1937.0	77235.2
NYU_0051034	1142.0	690.0	2299.0	2133.0	385.0	3491.0	4790.0	2609.0	1294.0	4929.0	2321.0	3497.0	1760.0	2765.0	741.0	1446.0	1159.0	623.0	1034.0	2117.0	4185.0	1391.0	4642.0	4147.0	730.0	5958.0	7667.0	5351.0	3780.0	4357.0	233.0	531.0	468.0	1824.0	86488.4
NYU_0051035	1123.0	863.0	2188.0	1301.0	342.0	3620.0	5396.0	3115.0	1078.0	4767.0	2247.0	3253.0	1544.0	3184.0	723.0	1404.0	1395.0	504.0	1275.0	1207.0	4374.0	1221.0	4772.0	3773.0	979.0	6142.0	7798.0	5762.0	4079.0	4225.0	206.0	555.0	447.0	2127.0	86987.7
NYU_0051036	869.0	450.0	2102.0	1193.0	315.0	3021.0	4354.0	2430.0	838.0	5461.0	2247.0	2558.0	1940.0	2417.0	683.0	1276.0	1567.0	615.0	1472.0	872.0	3863.0	1004.0	4256.0	3087.0	569.0	6049.0	7314.0	4628.0	3807.0	3582.0	256.0	573.0	449.0	1967.0	78081.1
NYU_0051038	1108.0	666.0	2249.0	1748.0	523.0	3512.0	4352.0	3834.0	1158.0	4407.0	2611.0	3450.0	1845.0	2983.0	738.0	1591.0	1931.0	657.0	1259.0	1657.0	4377.0	1384.0	4694.0	3835.0	975.0	5946.0	7928.0	6589.0	3382.0	3814.0	264.0	519.0	386.0	2627.0	88998.8
NYU_0051039	823.0	575.0	2558.0	1301.0	472.0	3300.0	4551.0	2869.0	1124.0	4764.0	2088.0	2561.0	1649.0	2543.0	618.0	1159.0	1549.0	568.0	1488.0	1251.0	4656.0	1442.0	4590.0	3743.0	687.0	5323.0	6973.0	5417.0	3713.0	3878.0	203.0	513.0	475.0	2067.0	81491.6
NYU_0051040	1026.0	567.0	2373.0	1538.0	357.0	4447.0	4494.0	3374.0	1117.0	5072.0	2866.0	3064.0	1694.0	2856.0	646.0	1485.0	1749.0	559.0	1204.0	1339.0	4253.0	1293.0	4309.0	4070.0	834.0	5464.0	7218.0	5634.0	3599.0	3933.0	227.0	486.0	491.0	1955.0	85595.0
NYU_0051041	1049.0	609.0	2072.0	1215.0	253.0	3082.0	3720.0	2179.0	812.0	4758.0	2116.0	2637.0	1559.0	2205.0	600.0	1338.0	1345.0	517.0	1283.0	907.0	3474.0	973.0	4002.0	2905.0	727.0	5472.0	5725.0	4708.0	3388.0	3229.0	151.0	473.0	388.0	1767.0	71636.7
