lh.aparc.a2009s.area	lh_G_and_S_frontomargin_area	lh_G_and_S_occipital_inf_area	lh_G_and_S_paracentral_area	lh_G_and_S_subcentral_area	lh_G_and_S_transv_frontopol_area	lh_G_and_S_cingul-Ant_area	lh_G_and_S_cingul-Mid-Ant_area	lh_G_and_S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg_and_S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet_and_P_trans_area	lh_S_oc_middle_and_Lunatus_area	lh_S_oc_sup_and_transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med_and_Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area
MaxMun_c_0051342	674.0	1083.0	885.0	1003.0	575.0	1584.0	834.0	1027.0	482.0	157.0	1548.0	955.0	152.0	721.0	3348.0	4895.0	349.0	443.0	1453.0	1242.0	1594.0	2140.0	869.0	1655.0	1504.0	2196.0	2677.0	1572.0	1559.0	1784.0	617.0	355.0	306.0	1437.0	400.0	624.0	1849.0	2080.0	243.0	232.0	754.0	1507.0	1197.0	2385.0	2008.0	857.0	371.0	888.0	1281.0	825.0	265.0	1716.0	1019.0	1864.0	197.0	2550.0	587.0	1150.0	733.0	675.0	1948.0	349.0	567.0	1025.0	1470.0	635.0	2347.0	1063.0	989.0	427.0	811.0	1099.0	3691.0	325.0	88674.8
MaxMun_c_0051343	706.0	968.0	838.0	992.0	491.0	1870.0	1045.0	949.0	607.0	311.0	1380.0	1172.0	111.0	677.0	3768.0	5741.0	358.0	422.0	1502.0	1159.0	1352.0	2356.0	784.0	1803.0	1522.0	2667.0	2246.0	1451.0	1662.0	1717.0	633.0	434.0	400.0	1425.0	582.0	962.0	2209.0	2074.0	210.0	153.0	923.0	1681.0	1143.0	2017.0	1817.0	841.0	293.0	916.0	1254.0	623.0	340.0	2051.0	1417.0	1823.0	247.0	2514.0	922.0	931.0	863.0	917.0	1996.0	252.0	629.0	1009.0	1328.0	826.0	2206.0	1212.0	607.0	459.0	829.0	1164.0	3577.0	257.0	91588.6
MaxMun_c_0051344	728.0	1197.0	889.0	957.0	463.0	1729.0	933.0	954.0	484.0	192.0	1375.0	1089.0	268.0	884.0	3537.0	5077.0	282.0	377.0	1824.0	1171.0	1331.0	2300.0	980.0	2097.0	1660.0	2180.0	2139.0	1456.0	1883.0	2068.0	572.0	431.0	355.0	1479.0	561.0	888.0	1760.0	2591.0	261.0	169.0	904.0	1382.0	1281.0	2567.0	2235.0	838.0	427.0	865.0	1344.0	888.0	415.0	1831.0	1439.0	2142.0	34.0	2047.0	1102.0	822.0	853.0	663.0	1518.0	355.0	897.0	1092.0	1442.0	948.0	1912.0	1192.0	1039.0	525.0	715.0	1160.0	4084.0	325.0	92849.2
MaxMun_c_0051345	806.0	818.0	967.0	824.0	551.0	1437.0	798.0	781.0	310.0	241.0	1835.0	780.0	184.0	797.0	3617.0	4380.0	320.0	420.0	1402.0	1278.0	996.0	2539.0	822.0	1611.0	1604.0	2081.0	1813.0	1630.0	1674.0	1464.0	639.0	188.0	313.0	1371.0	397.0	1041.0	1749.0	1941.0	233.0	223.0	973.0	1710.0	1526.0	2482.0	2231.0	727.0	326.0	949.0	1226.0	465.0	368.0	1655.0	936.0	1770.0	92.0	2114.0	972.0	665.0	382.0	693.0	1424.0	218.0	475.0	984.0	1460.0	686.0	2305.0	920.0	848.0	401.0	646.0	879.0	3321.0	348.0	84048.3
MaxMun_c_0051346	925.0	988.0	865.0	938.0	424.0	1329.0	824.0	1018.0	393.0	156.0	1029.0	884.0	212.0	790.0	2629.0	5001.0	257.0	449.0	1392.0	986.0	1207.0	2051.0	734.0	1931.0	1603.0	2085.0	1954.0	1168.0	1748.0	2082.0	708.0	286.0	377.0	1274.0	427.0	572.0	2026.0	1645.0	193.0	111.0	847.0	1346.0	1205.0	1629.0	2046.0	887.0	493.0	867.0	1360.0	548.0	268.0	1308.0	1131.0	2197.0	384.0	2391.0	546.0	867.0	560.0	735.0	1246.0	350.0	589.0	1111.0	1217.0	907.0	1736.0	824.0	1286.0	413.0	632.0	827.0	3266.0	248.0	81937.5
MaxMun_c_0051347	949.0	1483.0	901.0	1493.0	480.0	1733.0	1181.0	1006.0	491.0	154.0	1156.0	1173.0	294.0	1134.0	2948.0	4828.0	371.0	523.0	1525.0	1095.0	1184.0	2118.0	996.0	2157.0	1802.0	2507.0	3155.0	1674.0	1663.0	2533.0	693.0	499.0	614.0	1355.0	479.0	621.0	1836.0	1866.0	257.0	340.0	859.0	1415.0	1447.0	2153.0	2191.0	835.0	552.0	1116.0	1467.0	517.0	373.0	2106.0	1082.0	2006.0	382.0	2279.0	942.0	787.0	450.0	629.0	1772.0	324.0	505.0	1104.0	1609.0	762.0	2532.0	849.0	1211.0	533.0	982.0	963.0	3925.0	285.0	94212.2
MaxMun_c_0051348	917.0	965.0	1187.0	1003.0	488.0	1595.0	846.0	797.0	373.0	154.0	1192.0	966.0	204.0	558.0	3011.0	3960.0	337.0	452.0	1231.0	1084.0	1465.0	1976.0	784.0	1503.0	2081.0	2108.0	1737.0	1321.0	1588.0	1632.0	649.0	198.0	360.0	1150.0	375.0	797.0	2072.0	1544.0	190.0	148.0	933.0	1391.0	1396.0	1556.0	2109.0	754.0	303.0	1001.0	1156.0	569.0	222.0	1603.0	1144.0	1943.0	373.0	2463.0	613.0	1183.0	297.0	878.0	1322.0	174.0	337.0	812.0	1370.0	938.0	1721.0	938.0	764.0	396.0	693.0	966.0	3204.0	219.0	80736.9
MaxMun_d_0051329	1090.0	1203.0	1191.0	1509.0	549.0	1722.0	981.0	1001.0	558.0	248.0	1431.0	1061.0	188.0	680.0	2921.0	5413.0	380.0	483.0	1622.0	1023.0	1513.0	2235.0	1030.0	1915.0	1659.0	2009.0	2145.0	2465.0	1994.0	2090.0	682.0	446.0	420.0	1539.0	444.0	771.0	2891.0	2309.0	247.0	253.0	779.0	1365.0	1303.0	1869.0	2590.0	928.0	381.0	940.0	1282.0	1005.0	255.0	1656.0	1436.0	2225.0	234.0	2116.0	768.0	930.0	674.0	808.0	1620.0	401.0	940.0	1154.0	1531.0	999.0	2772.0	1243.0	1110.0	387.0	1107.0	1314.0	4793.0	320.0	97542.3
MaxMun_d_0051330	1016.0	1349.0	885.0	955.0	552.0	1660.0	1038.0	957.0	463.0	173.0	1420.0	733.0	239.0	887.0	3083.0	5238.0	519.0	651.0	1670.0	1158.0	1621.0	2530.0	1014.0	1810.0	1652.0	2589.0	2358.0	1526.0	1659.0	2056.0	605.0	298.0	321.0	1706.0	301.0	839.0	1845.0	1861.0	240.0	53.0	798.0	1598.0	1229.0	2707.0	2205.0	712.0	409.0	1036.0	1368.0	1041.0	324.0	1451.0	1187.0	2093.0	100.0	2367.0	979.0	1163.0	583.0	729.0	1492.0	384.0	725.0	905.0	1237.0	669.0	2011.0	1037.0	862.0	450.0	983.0	825.0	3974.0	293.0	91458.7
MaxMun_d_0051331	876.0	1285.0	943.0	1122.0	604.0	2022.0	1471.0	1112.0	455.0	197.0	1362.0	958.0	232.0	840.0	3238.0	5280.0	352.0	470.0	1483.0	1110.0	1333.0	2636.0	835.0	1717.0	1843.0	2064.0	2100.0	1323.0	1833.0	2091.0	699.0	262.0	496.0	1570.0	399.0	747.0	2355.0	2301.0	306.0	185.0	869.0	1060.0	1408.0	1689.0	2022.0	861.0	371.0	1025.0	1333.0	639.0	399.0	1917.0	883.0	1825.0	328.0	2562.0	500.0	884.0	455.0	620.0	1994.0	244.0	804.0	949.0	1512.0	817.0	1661.0	1591.0	705.0	568.0	871.0	1133.0	4376.0	310.0	91692.7
MaxMun_d_0051349	758.0	1093.0	929.0	1121.0	566.0	1600.0	802.0	891.0	368.0	241.0	1645.0	933.0	208.0	871.0	2893.0	4534.0	296.0	489.0	1136.0	1372.0	1410.0	2740.0	768.0	1586.0	1696.0	2409.0	2431.0	1762.0	1910.0	1876.0	607.0	94.0	397.0	1376.0	413.0	756.0	1952.0	1910.0	227.0	254.0	845.0	1502.0	1358.0	1965.0	2106.0	740.0	389.0	922.0	1280.0	590.0	367.0	1574.0	970.0	1932.0	329.0	2170.0	952.0	647.0	498.0	707.0	2037.0	254.0	515.0	892.0	1699.0	880.0	2644.0	950.0	1150.0	449.0	740.0	1113.0	3709.0	328.0	88521.8
MaxMun_d_0051350	618.0	943.0	1115.0	906.0	595.0	1763.0	1227.0	1110.0	594.0	321.0	1480.0	1452.0	252.0	1238.0	3519.0	4790.0	308.0	491.0	1567.0	1244.0	1586.0	2380.0	875.0	1762.0	1540.0	2141.0	2240.0	1537.0	1899.0	1651.0	890.0	420.0	421.0	1116.0	406.0	592.0	1937.0	2029.0	226.0	315.0	1006.0	1430.0	1368.0	2108.0	2202.0	736.0	392.0	934.0	1694.0	752.0	438.0	1680.0	1202.0	1517.0	387.0	2777.0	692.0	1342.0	844.0	628.0	1677.0	283.0	822.0	901.0	1397.0	1131.0	2172.0	1199.0	1123.0	476.0	1151.0	1090.0	3736.0	303.0	93088.2
MaxMun_d_0051351	950.0	1027.0	879.0	1068.0	414.0	1497.0	854.0	767.0	430.0	129.0	1353.0	906.0	240.0	593.0	2731.0	4587.0	272.0	365.0	1200.0	1077.0	1514.0	2124.0	677.0	1449.0	1779.0	2319.0	2101.0	1467.0	1697.0	2000.0	629.0	201.0	242.0	1590.0	339.0	691.0	1948.0	2384.0	177.0	117.0	924.0	1294.0	1134.0	1723.0	1955.0	668.0	309.0	989.0	1172.0	582.0	294.0	1199.0	1141.0	1876.0	313.0	2500.0	607.0	850.0	828.0	758.0	1929.0	247.0	574.0	751.0	1426.0	835.0	1857.0	1129.0	797.0	465.0	757.0	1068.0	4339.0	255.0	84328.6
MaxMun_d_0051352	686.0	1099.0	953.0	1282.0	303.0	1233.0	774.0	771.0	402.0	188.0	1150.0	874.0	209.0	499.0	3137.0	3964.0	269.0	361.0	1296.0	960.0	967.0	2603.0	624.0	1705.0	1452.0	1824.0	1299.0	837.0	1602.0	1746.0	620.0	242.0	370.0	1315.0	271.0	661.0	1367.0	1846.0	115.0	190.0	842.0	1319.0	956.0	1428.0	1201.0	652.0	281.0	971.0	1337.0	391.0	326.0	1150.0	818.0	1456.0	205.0	1136.0	857.0	491.0	645.0	436.0	1582.0	198.0	446.0	956.0	1085.0	668.0	950.0	1171.0	674.0	464.0	607.0	774.0	4002.0	255.0	72798.8
MaxMun_d_0051353	621.0	792.0	1130.0	949.0	344.0	1156.0	632.0	831.0	379.0	121.0	769.0	1066.0	138.0	818.0	3094.0	3664.0	268.0	383.0	1323.0	591.0	1007.0	843.0	707.0	1259.0	1588.0	2053.0	1287.0	1281.0	1930.0	1543.0	806.0	140.0	354.0	1480.0	273.0	751.0	1668.0	1404.0	120.0	49.0	1228.0	958.0	904.0	739.0	1240.0	676.0	306.0	915.0	1080.0	317.0	100.0	1436.0	503.0	1086.0	117.0	1782.0	480.0	660.0	299.0	450.0	940.0	165.0	430.0	484.0	807.0	524.0	957.0	961.0	640.0	291.0	716.0	623.0	2968.0	300.0	65693.8
MaxMun_d_0051354	795.0	1366.0	927.0	952.0	460.0	1469.0	930.0	875.0	456.0	185.0	1896.0	960.0	226.0	1016.0	3067.0	4908.0	285.0	479.0	1605.0	1346.0	1452.0	2124.0	685.0	1482.0	1538.0	2472.0	2315.0	1597.0	1749.0	1693.0	625.0	430.0	456.0	1463.0	413.0	774.0	1773.0	2038.0	293.0	245.0	1073.0	1462.0	1394.0	2290.0	1874.0	587.0	274.0	875.0	1239.0	761.0	235.0	1857.0	1396.0	1926.0	265.0	2096.0	890.0	1022.0	733.0	779.0	1683.0	334.0	542.0	861.0	1801.0	844.0	1921.0	1072.0	860.0	493.0	424.0	855.0	3310.0	295.0	88140.4
MaxMun_d_0051355	722.0	1008.0	839.0	1207.0	466.0	1450.0	868.0	819.0	366.0	173.0	1250.0	951.0	233.0	754.0	2999.0	4898.0	239.0	363.0	1368.0	1090.0	1384.0	1826.0	659.0	1643.0	1444.0	1552.0	1728.0	1267.0	1920.0	1649.0	641.0	254.0	326.0	1204.0	516.0	596.0	1515.0	1953.0	235.0	154.0	789.0	1272.0	1111.0	1806.0	1726.0	721.0	378.0	883.0	1224.0	553.0	248.0	1568.0	958.0	1590.0	174.0	1783.0	990.0	855.0	711.0	571.0	1899.0	258.0	612.0	699.0	1329.0	667.0	1511.0	1121.0	975.0	359.0	726.0	933.0	3835.0	259.0	79622.9
MaxMun_d_0051356	1044.0	1404.0	1132.0	1373.0	419.0	1884.0	1084.0	1136.0	524.0	258.0	1662.0	1095.0	277.0	778.0	4898.0	5719.0	379.0	652.0	1642.0	1357.0	1487.0	2706.0	1166.0	1908.0	2269.0	2784.0	2265.0	1759.0	2287.0	1925.0	628.0	328.0	471.0	1819.0	591.0	986.0	2148.0	2912.0	225.0	190.0	1101.0	1466.0	1222.0	2083.0	2093.0	913.0	501.0	1120.0	1358.0	701.0	354.0	1728.0	1143.0	2286.0	630.0	2047.0	751.0	1308.0	676.0	948.0	1778.0	269.0	613.0	1058.0	1866.0	1041.0	2056.0	1057.0	1199.0	486.0	721.0	1236.0	5519.0	236.0	103133.0
MaxMun_d_0051357	903.0	1355.0	931.0	1089.0	489.0	1633.0	1075.0	814.0	280.0	291.0	1469.0	889.0	253.0	740.0	3809.0	5025.0	255.0	406.0	1511.0	1178.0	1346.0	2150.0	816.0	1518.0	1530.0	2057.0	1847.0	1658.0	1896.0	1495.0	756.0	231.0	462.0	1612.0	412.0	871.0	1508.0	2353.0	191.0	160.0	903.0	1514.0	1228.0	1881.0	2130.0	722.0	413.0	921.0	1146.0	407.0	311.0	1717.0	1344.0	2529.0	131.0	2197.0	875.0	989.0	1008.0	537.0	1725.0	302.0	617.0	926.0	1503.0	769.0	1697.0	1016.0	993.0	488.0	757.0	1022.0	4239.0	263.0	88483.9
MaxMun_d_0051358	590.0	860.0	934.0	1029.0	367.0	1395.0	818.0	1181.0	547.0	137.0	796.0	881.0	219.0	917.0	2366.0	4231.0	238.0	369.0	1435.0	1024.0	1440.0	1941.0	796.0	1547.0	2024.0	1993.0	2419.0	1523.0	1510.0	2308.0	530.0	260.0	347.0	1258.0	411.0	665.0	1848.0	1644.0	174.0	215.0	797.0	1290.0	1387.0	1584.0	1560.0	969.0	358.0	929.0	1284.0	827.0	258.0	1773.0	595.0	1644.0	280.0	2436.0	781.0	575.0	379.0	746.0	1542.0	286.0	490.0	632.0	625.0	941.0	1763.0	985.0	629.0	275.0	1100.0	1152.0	3176.0	310.0	79546.3
MaxMun_d_0051359	1009.0	1276.0	1007.0	1480.0	556.0	1832.0	1001.0	1011.0	479.0	235.0	1706.0	857.0	335.0	1069.0	4385.0	5110.0	316.0	499.0	1581.0	1325.0	965.0	2173.0	999.0	2079.0	1667.0	1952.0	2094.0	2150.0	1815.0	2172.0	700.0	436.0	542.0	1994.0	542.0	929.0	2147.0	1914.0	261.0	312.0	1173.0	1561.0	1194.0	2298.0	2310.0	751.0	408.0	1175.0	1404.0	1027.0	302.0	2221.0	1171.0	1993.0	27.0	2180.0	624.0	1098.0	561.0	767.0	1381.0	490.0	717.0	1079.0	1372.0	941.0	2375.0	1528.0	868.0	626.0	715.0	859.0	4861.0	350.0	97319.1
MaxMun_d_0051360	747.0	1301.0	1105.0	1280.0	392.0	1969.0	1186.0	931.0	531.0	145.0	1975.0	1094.0	264.0	832.0	3302.0	5293.0	376.0	444.0	1657.0	1131.0	1223.0	2507.0	690.0	1885.0	1666.0	2490.0	2015.0	2049.0	1661.0	1800.0	697.0	136.0	472.0	1511.0	427.0	817.0	2061.0	2219.0	183.0	282.0	1077.0	2160.0	1488.0	2191.0	2128.0	848.0	328.0	1070.0	1328.0	591.0	284.0	1551.0	1237.0	1743.0	22.0	1790.0	986.0	982.0	838.0	786.0	2093.0	294.0	624.0	953.0	1664.0	677.0	2492.0	924.0	830.0	386.0	786.0	1405.0	3408.0	220.0	92927.4
MaxMun_d_0051361	939.0	1389.0	1299.0	909.0	660.0	1550.0	1147.0	988.0	360.0	136.0	1593.0	906.0	208.0	562.0	2973.0	5975.0	344.0	493.0	1802.0	1068.0	1634.0	2107.0	735.0	1803.0	1765.0	1885.0	2161.0	1869.0	1680.0	1784.0	699.0	281.0	312.0	1269.0	470.0	488.0	2021.0	2163.0	225.0	65.0	726.0	1770.0	1370.0	1522.0	2150.0	771.0	454.0	920.0	1160.0	568.0	309.0	1492.0	1132.0	1973.0	251.0	2217.0	1151.0	922.0	745.0	736.0	1786.0	307.0	634.0	983.0	1480.0	972.0	2519.0	653.0	1090.0	329.0	568.0	749.0	3931.0	87.0	89145.3
NYU_0050952	796.0	1086.0	1206.0	978.0	452.0	1510.0	825.0	1012.0	334.0	204.0	1701.0	920.0	197.0	697.0	3125.0	5494.0	239.0	426.0	1167.0	1308.0	1556.0	2349.0	868.0	1694.0	1992.0	2799.0	2289.0	1951.0	1909.0	1840.0	694.0	68.0	300.0	1362.0	519.0	644.0	1623.0	2059.0	297.0	167.0	872.0	1623.0	1243.0	1674.0	2487.0	901.0	364.0	949.0	1221.0	903.0	248.0	1559.0	1063.0	2060.0	184.0	2414.0	561.0	1211.0	366.0	840.0	1418.0	297.0	447.0	876.0	1280.0	753.0	2433.0	1177.0	917.0	444.0	745.0	798.0	4318.0	298.0	89602.8
NYU_0050954	667.0	1019.0	955.0	700.0	312.0	1131.0	717.0	768.0	212.0	175.0	1164.0	745.0	253.0	793.0	2185.0	3990.0	168.0	368.0	1177.0	642.0	1021.0	1542.0	652.0	1462.0	1369.0	1536.0	1569.0	1381.0	1281.0	1772.0	538.0	249.0	242.0	1134.0	350.0	481.0	1340.0	1431.0	213.0	203.0	622.0	1322.0	927.0	1462.0	1663.0	793.0	351.0	815.0	1091.0	597.0	385.0	1080.0	723.0	1429.0	264.0	1685.0	311.0	681.0	378.0	296.0	1209.0	129.0	357.0	774.0	1124.0	491.0	1367.0	765.0	798.0	428.0	546.0	415.0	2983.0	207.0	66371.5
NYU_0050955	800.0	1069.0	1267.0	1290.0	396.0	1637.0	846.0	790.0	324.0	301.0	646.0	798.0	174.0	662.0	3048.0	4574.0	344.0	452.0	1361.0	543.0	1327.0	1681.0	896.0	1959.0	1313.0	1720.0	1915.0	1454.0	1824.0	1557.0	797.0	481.0	425.0	1596.0	412.0	708.0	1664.0	1620.0	190.0	102.0	944.0	1460.0	888.0	1393.0	1951.0	825.0	339.0	966.0	1259.0	423.0	111.0	1462.0	917.0	1808.0	235.0	2252.0	627.0	658.0	583.0	504.0	994.0	200.0	426.0	941.0	807.0	824.0	1855.0	841.0	1189.0	289.0	884.0	293.0	3497.0	228.0	77839.9
NYU_0050956	767.0	940.0	898.0	820.0	380.0	1461.0	886.0	963.0	254.0	179.0	1105.0	978.0	126.0	792.0	2656.0	4386.0	159.0	370.0	1058.0	795.0	1289.0	1754.0	660.0	1385.0	1563.0	1470.0	2144.0	1318.0	1473.0	1882.0	577.0	99.0	311.0	1314.0	562.0	514.0	1556.0	1663.0	234.0	258.0	603.0	925.0	999.0	1583.0	1885.0	897.0	352.0	759.0	1021.0	419.0	152.0	1351.0	889.0	1653.0	66.0	1695.0	441.0	852.0	396.0	703.0	1271.0	176.0	260.0	900.0	1358.0	645.0	1492.0	1100.0	767.0	398.0	716.0	1094.0	3909.0	185.0	73909.9
NYU_0050957	674.0	844.0	978.0	1029.0	429.0	1262.0	799.0	804.0	298.0	142.0	1344.0	677.0	268.0	795.0	2234.0	4197.0	302.0	419.0	1179.0	971.0	1326.0	1811.0	710.0	1533.0	1351.0	1912.0	2047.0	1393.0	1470.0	1943.0	659.0	44.0	291.0	1212.0	298.0	495.0	1762.0	1543.0	209.0	231.0	668.0	1265.0	1256.0	1403.0	1775.0	766.0	336.0	913.0	1278.0	332.0	273.0	1020.0	641.0	1405.0	226.0	2174.0	687.0	765.0	392.0	520.0	1368.0	205.0	292.0	760.0	1163.0	529.0	1716.0	624.0	798.0	340.0	704.0	757.0	2817.0	203.0	72257.2
NYU_0050958	675.0	895.0	1145.0	851.0	419.0	1400.0	901.0	845.0	329.0	238.0	1212.0	843.0	174.0	851.0	2839.0	4275.0	280.0	365.0	1094.0	1123.0	998.0	1414.0	690.0	1560.0	1496.0	2142.0	1636.0	1460.0	1553.0	1529.0	637.0	128.0	306.0	1175.0	371.0	505.0	1579.0	1959.0	209.0	224.0	660.0	1229.0	1080.0	1225.0	1885.0	783.0	237.0	829.0	1110.0	634.0	212.0	1512.0	949.0	2241.0	134.0	1880.0	382.0	838.0	638.0	494.0	1412.0	211.0	450.0	861.0	1172.0	748.0	1659.0	788.0	847.0	360.0	881.0	863.0	3560.0	250.0	75338.0
NYU_0050959	668.0	908.0	850.0	694.0	381.0	1406.0	929.0	781.0	379.0	220.0	1165.0	1058.0	227.0	762.0	2732.0	4508.0	187.0	374.0	1056.0	1069.0	1242.0	1872.0	627.0	1628.0	1392.0	2166.0	1655.0	1285.0	1611.0	1241.0	614.0	72.0	482.0	1286.0	334.0	560.0	1403.0	1720.0	254.0	303.0	681.0	1342.0	1031.0	1447.0	1835.0	700.0	233.0	933.0	1109.0	661.0	277.0	1513.0	795.0	1835.0	157.0	1714.0	547.0	624.0	626.0	619.0	1212.0	193.0	365.0	954.0	1206.0	811.0	1816.0	951.0	844.0	442.0	508.0	698.0	3173.0	263.0	74214.4
NYU_0050960	699.0	984.0	1048.0	1195.0	477.0	1402.0	900.0	915.0	412.0	257.0	1733.0	959.0	168.0	694.0	2973.0	4923.0	340.0	421.0	1521.0	1037.0	1275.0	2316.0	833.0	1783.0	1315.0	2000.0	2164.0	1671.0	1871.0	1720.0	673.0	258.0	265.0	1241.0	454.0	579.0	2318.0	1996.0	192.0	145.0	669.0	1209.0	1157.0	1969.0	1993.0	849.0	352.0	938.0	1200.0	644.0	208.0	1198.0	1381.0	2180.0	221.0	2338.0	796.0	953.0	617.0	628.0	1430.0	298.0	575.0	886.0	1501.0	566.0	1895.0	997.0	1097.0	507.0	702.0	872.0	3491.0	255.0	84696.3
NYU_0050961	583.0	913.0	783.0	643.0	311.0	896.0	624.0	675.0	227.0	223.0	1012.0	623.0	121.0	555.0	2198.0	3633.0	198.0	243.0	1110.0	688.0	816.0	1866.0	801.0	1375.0	1566.0	1323.0	1700.0	1319.0	1195.0	1456.0	474.0	52.0	223.0	1089.0	197.0	436.0	1235.0	1328.0	149.0	149.0	529.0	1397.0	926.0	1177.0	1979.0	553.0	244.0	812.0	771.0	629.0	182.0	1268.0	819.0	1644.0	390.0	1770.0	832.0	532.0	384.0	272.0	976.0	223.0	279.0	830.0	832.0	388.0	1563.0	588.0	721.0	380.0	571.0	713.0	3259.0	165.0	63605.9
NYU_0050962	613.0	1106.0	934.0	689.0	365.0	1268.0	797.0	774.0	278.0	163.0	1088.0	689.0	167.0	438.0	2330.0	3678.0	272.0	348.0	814.0	803.0	954.0	1877.0	635.0	1367.0	1235.0	1403.0	1394.0	1227.0	1538.0	1377.0	520.0	149.0	304.0	1253.0	240.0	415.0	1615.0	1642.0	201.0	170.0	575.0	1106.0	956.0	1338.0	1791.0	610.0	252.0	918.0	733.0	464.0	250.0	1197.0	899.0	1732.0	191.0	1892.0	414.0	764.0	534.0	495.0	1193.0	267.0	268.0	715.0	923.0	651.0	1376.0	882.0	811.0	390.0	398.0	842.0	3157.0	241.0	66356.6
NYU_0050964	691.0	1143.0	1109.0	1087.0	440.0	1533.0	1036.0	803.0	325.0	149.0	1225.0	1020.0	233.0	723.0	2928.0	4789.0	268.0	379.0	1297.0	973.0	1191.0	1918.0	805.0	1484.0	1962.0	1706.0	2216.0	1586.0	1525.0	1684.0	678.0	8.0	438.0	1325.0	439.0	470.0	1721.0	2098.0	186.0	201.0	692.0	1501.0	1425.0	1260.0	1859.0	736.0	336.0	885.0	1226.0	766.0	277.0	1801.0	819.0	2085.0	213.0	1908.0	717.0	954.0	646.0	465.0	1612.0	215.0	402.0	850.0	1474.0	637.0	2626.0	816.0	724.0	500.0	755.0	1271.0	4403.0	180.0	82829.0
NYU_0050965	764.0	1068.0	1044.0	1181.0	458.0	1492.0	984.0	1010.0	494.0	253.0	1306.0	1199.0	332.0	530.0	3321.0	5120.0	304.0	407.0	1635.0	963.0	1590.0	1956.0	847.0	1705.0	1989.0	2468.0	2089.0	1791.0	1662.0	2235.0	680.0	426.0	279.0	1712.0	498.0	1012.0	1554.0	2397.0	220.0	151.0	974.0	1404.0	1316.0	1811.0	1732.0	682.0	401.0	906.0	1307.0	596.0	366.0	1402.0	982.0	1929.0	174.0	1774.0	832.0	590.0	794.0	783.0	1708.0	229.0	372.0	879.0	1386.0	948.0	1988.0	1051.0	715.0	377.0	797.0	610.0	4864.0	249.0	88057.3
NYU_0050966	817.0	1418.0	1195.0	1055.0	453.0	1679.0	1055.0	1088.0	515.0	241.0	1459.0	830.0	127.0	803.0	3770.0	5129.0	308.0	525.0	1363.0	1152.0	1428.0	2095.0	809.0	1597.0	1760.0	2050.0	2015.0	1463.0	1716.0	1669.0	814.0	252.0	325.0	1337.0	402.0	532.0	1589.0	1960.0	185.0	245.0	823.0	2101.0	1328.0	1774.0	1968.0	1006.0	373.0	1007.0	1318.0	899.0	228.0	1452.0	1385.0	2393.0	488.0	2886.0	882.0	694.0	564.0	487.0	1625.0	318.0	719.0	802.0	1615.0	856.0	1852.0	791.0	1368.0	562.0	602.0	1076.0	3988.0	282.0	89735.3
