rh.aparc.a2009s.area	rh_G_and_S_frontomargin_area	rh_G_and_S_occipital_inf_area	rh_G_and_S_paracentral_area	rh_G_and_S_subcentral_area	rh_G_and_S_transv_frontopol_area	rh_G_and_S_cingul-Ant_area	rh_G_and_S_cingul-Mid-Ant_area	rh_G_and_S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg_and_S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet_and_P_trans_area	rh_S_oc_middle_and_Lunatus_area	rh_S_oc_sup_and_transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med_and_Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area
MaxMun_d_0051358	597.0	809.0	812.0	921.0	722.0	1737.0	975.0	918.0	392.0	154.0	700.0	923.0	237.0	579.0	2037.0	4270.0	243.0	334.0	1032.0	1605.0	1055.0	1755.0	900.0	1445.0	2384.0	2202.0	1665.0	1135.0	1984.0	2460.0	441.0	250.0	287.0	1114.0	350.0	509.0	1601.0	1713.0	253.0	141.0	1106.0	1807.0	1404.0	1383.0	2011.0	694.0	366.0	874.0	993.0	881.0	324.0	1208.0	1143.0	1217.0	263.0	2086.0	501.0	895.0	369.0	598.0	1212.0	312.0	529.0	634.0	1242.0	979.0	1154.0	1066.0	1085.0	225.0	1517.0	778.0	4217.0	225.0	78940.4
MaxMun_d_0051359	944.0	772.0	976.0	1261.0	1007.0	2182.0	1382.0	1153.0	527.0	241.0	1586.0	777.0	234.0	808.0	3531.0	4859.0	334.0	524.0	1791.0	1173.0	1597.0	2366.0	1131.0	2054.0	1805.0	2486.0	1627.0	1717.0	1888.0	1651.0	615.0	288.0	338.0	1625.0	628.0	842.0	1863.0	2343.0	449.0	311.0	1265.0	1936.0	1353.0	2088.0	2038.0	1076.0	416.0	868.0	1229.0	974.0	275.0	1505.0	1600.0	2455.0	586.0	2077.0	1060.0	763.0	709.0	915.0	1324.0	453.0	703.0	1177.0	1802.0	1350.0	1920.0	1377.0	904.0	164.0	964.0	672.0	5268.0	225.0	97179.8
MaxMun_d_0051360	748.0	1295.0	894.0	1170.0	897.0	2303.0	1148.0	1118.0	416.0	252.0	1644.0	823.0	183.0	649.0	2987.0	4959.0	340.0	423.0	1846.0	1258.0	1003.0	2228.0	832.0	2012.0	1990.0	2261.0	1774.0	1362.0	1479.0	1758.0	435.0	229.0	284.0	1272.0	654.0	710.0	1772.0	2509.0	237.0	161.0	1209.0	2603.0	1350.0	2260.0	1770.0	913.0	345.0	716.0	976.0	597.0	540.0	1428.0	2482.0	1741.0	84.0	2938.0	629.0	1272.0	818.0	543.0	1473.0	321.0	598.0	1110.0	1726.0	1097.0	2008.0	1036.0	941.0	274.0	743.0	897.0	4579.0	269.0	92602.0
MaxMun_d_0051361	668.0	980.0	714.0	925.0	912.0	1817.0	891.0	943.0	331.0	233.0	1836.0	816.0	258.0	603.0	2837.0	5655.0	342.0	448.0	1847.0	1255.0	1214.0	1983.0	1167.0	1931.0	2115.0	2136.0	2112.0	1608.0	2075.0	2119.0	576.0	308.0	287.0	1286.0	585.0	451.0	1803.0	2134.0	297.0	83.0	952.0	2113.0	1435.0	1517.0	2014.0	891.0	402.0	729.0	1021.0	709.0	436.0	1360.0	1430.0	1991.0	221.0	2215.0	709.0	1231.0	699.0	894.0	1956.0	437.0	623.0	1028.0	1725.0	979.0	1967.0	1180.0	1329.0	189.0	878.0	810.0	4206.0	218.0	91073.9
NYU_0050952	760.0	1104.0	1054.0	970.0	691.0	2061.0	883.0	1046.0	351.0	264.0	1724.0	842.0	244.0	736.0	3008.0	4958.0	239.0	461.0	1673.0	1162.0	1352.0	2135.0	1193.0	1608.0	2072.0	2163.0	1964.0	1819.0	1991.0	1778.0	518.0	213.0	346.0	1317.0	631.0	412.0	1469.0	2160.0	329.0	136.0	1002.0	2904.0	1247.0	1745.0	2317.0	784.0	382.0	746.0	1097.0	849.0	476.0	1394.0	1546.0	1878.0	443.0	2151.0	863.0	1149.0	552.0	643.0	1106.0	274.0	543.0	814.0	1509.0	1005.0	2364.0	1208.0	815.0	310.0	949.0	840.0	4583.0	203.0	90524.1
NYU_0050954	439.0	589.0	1023.0	658.0	398.0	1317.0	734.0	755.0	228.0	141.0	1349.0	590.0	403.0	808.0	1696.0	4208.0	258.0	334.0	1079.0	993.0	1007.0	1599.0	828.0	1569.0	1703.0	1202.0	1163.0	1270.0	1439.0	1527.0	495.0	211.0	174.0	1081.0	308.0	342.0	1287.0	1493.0	215.0	127.0	701.0	1976.0	1009.0	1268.0	1771.0	826.0	423.0	734.0	709.0	549.0	310.0	1284.0	1112.0	1207.0	149.0	1330.0	570.0	717.0	307.0	438.0	1102.0	375.0	397.0	699.0	1347.0	587.0	1123.0	763.0	958.0	174.0	579.0	378.0	3414.0	129.0	66457.8
NYU_0050955	786.0	957.0	845.0	986.0	872.0	1735.0	993.0	997.0	548.0	183.0	1282.0	717.0	185.0	576.0	2811.0	3790.0	268.0	363.0	1319.0	1031.0	1212.0	1413.0	782.0	1680.0	1744.0	1768.0	1594.0	1417.0	1727.0	1984.0	474.0	208.0	329.0	1268.0	389.0	510.0	1125.0	1797.0	237.0	132.0	1138.0	1842.0	787.0	1249.0	2045.0	991.0	402.0	860.0	1023.0	335.0	208.0	1438.0	1970.0	2104.0	300.0	2197.0	494.0	1027.0	472.0	329.0	1127.0	176.0	407.0	943.0	1432.0	965.0	1481.0	1085.0	765.0	298.0	1037.0	534.0	4210.0	231.0	78935.4
NYU_0050956	779.0	816.0	886.0	771.0	744.0	1621.0	1066.0	969.0	276.0	140.0	1044.0	733.0	229.0	770.0	1900.0	4149.0	217.0	300.0	1391.0	1067.0	1030.0	1542.0	570.0	1846.0	1862.0	1588.0	1619.0	1159.0	1570.0	1818.0	461.0	234.0	215.0	1219.0	489.0	452.0	1579.0	1894.0	168.0	116.0	826.0	1824.0	1133.0	1321.0	1756.0	876.0	405.0	776.0	728.0	667.0	382.0	1416.0	1150.0	1458.0	231.0	2014.0	539.0	984.0	360.0	528.0	1167.0	272.0	346.0	1028.0	1006.0	879.0	1199.0	1056.0	798.0	221.0	790.0	607.0	3934.0	190.0	74167.1
NYU_0050957	649.0	881.0	749.0	802.0	712.0	1412.0	980.0	921.0	300.0	147.0	1320.0	713.0	187.0	793.0	2013.0	4173.0	287.0	342.0	1256.0	1072.0	1027.0	1843.0	654.0	1487.0	1751.0	1638.0	1950.0	1263.0	1357.0	1618.0	473.0	49.0	286.0	1108.0	479.0	430.0	1147.0	1513.0	289.0	127.0	972.0	2066.0	1252.0	1468.0	1552.0	1012.0	355.0	778.0	807.0	414.0	443.0	1083.0	1128.0	1500.0	312.0	2147.0	538.0	1117.0	416.0	511.0	1386.0	178.0	396.0	694.0	1424.0	651.0	1503.0	719.0	828.0	247.0	598.0	675.0	3112.0	157.0	72634.3
NYU_0050958	594.0	580.0	863.0	634.0	790.0	1522.0	992.0	919.0	283.0	181.0	1184.0	728.0	170.0	780.0	2905.0	4275.0	235.0	355.0	1085.0	1214.0	975.0	1601.0	604.0	1591.0	1950.0	1681.0	1577.0	1546.0	1813.0	1789.0	493.0	260.0	223.0	1149.0	355.0	479.0	1839.0	1782.0	263.0	186.0	915.0	1830.0	924.0	1067.0	1831.0	860.0	381.0	753.0	718.0	537.0	240.0	1240.0	1299.0	1703.0	284.0	1567.0	365.0	1073.0	503.0	739.0	1286.0	200.0	409.0	906.0	1289.0	1049.0	1600.0	1099.0	1239.0	138.0	909.0	538.0	4165.0	133.0	76237.8
NYU_0050959	518.0	933.0	735.0	777.0	644.0	1700.0	913.0	943.0	363.0	158.0	1152.0	869.0	230.0	744.0	2479.0	4450.0	235.0	416.0	1357.0	1139.0	1295.0	1794.0	730.0	1543.0	1647.0	1323.0	1681.0	1158.0	1622.0	1853.0	510.0	101.0	221.0	1301.0	430.0	445.0	1261.0	1799.0	246.0	160.0	753.0	2106.0	1114.0	1466.0	1852.0	922.0	319.0	760.0	805.0	590.0	280.0	1254.0	1306.0	1979.0	414.0	1676.0	644.0	761.0	416.0	729.0	1095.0	296.0	232.0	948.0	997.0	921.0	1381.0	1263.0	703.0	308.0	745.0	594.0	3562.0	127.0	75188.5
NYU_0050960	682.0	769.0	982.0	1117.0	660.0	1905.0	1274.0	1351.0	288.0	223.0	1585.0	926.0	224.0	751.0	2991.0	4716.0	288.0	474.0	1643.0	1129.0	1340.0	2261.0	731.0	1831.0	1944.0	1819.0	1647.0	1364.0	1694.0	1937.0	506.0	261.0	352.0	1270.0	439.0	528.0	1716.0	1954.0	261.0	91.0	862.0	2223.0	1161.0	1816.0	1742.0	866.0	354.0	922.0	1043.0	534.0	221.0	1368.0	1503.0	1728.0	477.0	2187.0	702.0	1250.0	441.0	470.0	1348.0	247.0	513.0	1028.0	1521.0	699.0	1442.0	1312.0	1000.0	237.0	887.0	1067.0	3574.0	186.0	84855.1
NYU_0050961	502.0	611.0	663.0	629.0	601.0	1115.0	671.0	763.0	151.0	219.0	1259.0	677.0	225.0	470.0	1545.0	3397.0	224.0	239.0	1180.0	850.0	734.0	1857.0	784.0	1414.0	1444.0	1410.0	1425.0	1064.0	1138.0	1461.0	412.0	37.0	184.0	982.0	366.0	393.0	1176.0	1410.0	184.0	51.0	817.0	1661.0	764.0	1399.0	1941.0	582.0	300.0	640.0	577.0	554.0	257.0	1045.0	1192.0	1626.0	503.0	1860.0	539.0	869.0	320.0	345.0	1075.0	209.0	354.0	742.0	1024.0	687.0	1233.0	696.0	661.0	197.0	755.0	654.0	3183.0	218.0	63393.3
NYU_0050962	589.0	940.0	790.0	521.0	534.0	1438.0	834.0	779.0	185.0	131.0	1206.0	645.0	141.0	483.0	2650.0	3449.0	233.0	213.0	1133.0	885.0	1330.0	1733.0	710.0	1328.0	1714.0	1413.0	1170.0	1097.0	1427.0	1338.0	378.0	38.0	197.0	981.0	268.0	449.0	1367.0	1570.0	180.0	123.0	823.0	1743.0	983.0	1246.0	1767.0	808.0	308.0	620.0	571.0	486.0	243.0	1157.0	1339.0	1429.0	232.0	1627.0	519.0	527.0	538.0	570.0	1132.0	329.0	330.0	732.0	1143.0	450.0	1017.0	771.0	927.0	172.0	493.0	668.0	3400.0	139.0	65835.0
NYU_0050964	655.0	1076.0	885.0	914.0	712.0	1784.0	1083.0	991.0	355.0	187.0	1192.0	740.0	277.0	852.0	2703.0	4528.0	280.0	300.0	1733.0	1041.0	1298.0	1908.0	994.0	1703.0	2422.0	1838.0	1714.0	1535.0	1688.0	2009.0	517.0	147.0	224.0	1124.0	457.0	441.0	1545.0	1987.0	325.0	182.0	1001.0	2027.0	1377.0	1252.0	2116.0	800.0	290.0	835.0	948.0	569.0	337.0	1554.0	1384.0	1642.0	305.0	2691.0	622.0	1422.0	330.0	731.0	1723.0	362.0	603.0	734.0	1571.0	1077.0	1570.0	998.0	1025.0	217.0	1009.0	709.0	4460.0	202.0	84834.9
NYU_0050965	647.0	1135.0	838.0	977.0	900.0	1887.0	1101.0	1175.0	466.0	186.0	1189.0	1079.0	245.0	849.0	3046.0	4811.0	309.0	416.0	1783.0	1207.0	1518.0	1865.0	762.0	1748.0	2689.0	1856.0	2094.0	1552.0	1770.0	2148.0	437.0	258.0	277.0	1335.0	652.0	533.0	1556.0	2636.0	308.0	142.0	1042.0	2520.0	1035.0	1633.0	1711.0	1056.0	457.0	733.0	1093.0	477.0	466.0	1715.0	1429.0	1811.0	454.0	2450.0	950.0	841.0	679.0	838.0	1771.0	328.0	296.0	1121.0	1777.0	1166.0	1948.0	1097.0	727.0	156.0	1093.0	611.0	5525.0	194.0	91582.4
NYU_0050966	711.0	1067.0	1084.0	805.0	816.0	2154.0	1110.0	1185.0	395.0	279.0	1632.0	808.0	361.0	793.0	2711.0	5411.0	350.0	553.0	1696.0	1402.0	1202.0	1731.0	1189.0	1698.0	2138.0	1684.0	2036.0	1407.0	1656.0	1707.0	468.0	159.0	252.0	1481.0	646.0	486.0	1553.0	1932.0	358.0	238.0	883.0	2296.0	1165.0	1456.0	2183.0	991.0	469.0	826.0	988.0	936.0	366.0	1262.0	2002.0	2197.0	363.0	2559.0	754.0	731.0	785.0	576.0	1224.0	568.0	429.0	791.0	1785.0	1029.0	1436.0	1184.0	795.0	198.0	878.0	855.0	4832.0	183.0	89319.8
NYU_0050967	778.0	772.0	970.0	952.0	896.0	1938.0	992.0	918.0	311.0	130.0	1467.0	682.0	206.0	980.0	3005.0	4641.0	312.0	369.0	1547.0	1335.0	1407.0	1463.0	1272.0	1575.0	1576.0	1488.0	1625.0	1435.0	1641.0	2016.0	582.0	280.0	237.0	1141.0	468.0	568.0	1883.0	1700.0	387.0	175.0	905.0	1941.0	956.0	1638.0	1646.0	849.0	406.0	763.0	1091.0	835.0	107.0	1331.0	1406.0	1817.0	261.0	1557.0	767.0	896.0	728.0	786.0	1122.0	236.0	390.0	716.0	1741.0	785.0	1457.0	1270.0	830.0	201.0	660.0	581.0	3463.0	159.0	80417.1
NYU_0050968	959.0	843.0	1098.0	997.0	1030.0	2000.0	1132.0	1080.0	437.0	173.0	1655.0	760.0	275.0	639.0	3181.0	4702.0	337.0	404.0	1562.0	1267.0	1209.0	2275.0	808.0	1840.0	2516.0	1948.0	1730.0	1388.0	1921.0	2429.0	599.0	226.0	349.0	1229.0	562.0	519.0	1445.0	2364.0	423.0	137.0	994.0	2013.0	1280.0	1822.0	2289.0	990.0	458.0	817.0	993.0	669.0	379.0	1213.0	1804.0	2010.0	187.0	2720.0	862.0	1071.0	763.0	719.0	1528.0	369.0	382.0	1151.0	1676.0	1241.0	1837.0	729.0	1475.0	198.0	1019.0	870.0	4373.0	226.0	91576.0
NYU_0050969	652.0	703.0	723.0	784.0	803.0	1485.0	828.0	724.0	304.0	151.0	1346.0	792.0	222.0	818.0	2404.0	4471.0	316.0	296.0	1394.0	1124.0	967.0	1948.0	593.0	1603.0	1610.0	1889.0	1598.0	1556.0	1573.0	1854.0	448.0	64.0	238.0	1150.0	467.0	413.0	1308.0	1819.0	249.0	125.0	810.0	1901.0	989.0	1404.0	1695.0	803.0	357.0	667.0	1014.0	392.0	266.0	1157.0	1221.0	1750.0	386.0	1962.0	608.0	964.0	585.0	613.0	1156.0	203.0	186.0	705.0	1600.0	1069.0	1418.0	897.0	1054.0	148.0	709.0	626.0	3856.0	213.0	75195.5
NYU_0050970	684.0	1155.0	911.0	1076.0	651.0	2183.0	1337.0	1097.0	386.0	213.0	1416.0	936.0	208.0	698.0	3103.0	6036.0	350.0	337.0	1637.0	1349.0	1740.0	2478.0	687.0	1774.0	2572.0	2058.0	1808.0	1700.0	1984.0	2003.0	704.0	110.0	245.0	1446.0	579.0	566.0	1474.0	2513.0	294.0	196.0	815.0	2307.0	1297.0	1666.0	2275.0	1035.0	388.0	739.0	1112.0	630.0	469.0	1640.0	1685.0	2324.0	216.0	2075.0	1044.0	1203.0	767.0	847.0	1715.0	305.0	447.0	907.0	1790.0	850.0	2496.0	1282.0	1077.0	261.0	1213.0	855.0	5611.0	208.0	96249.2
NYU_0050972	969.0	1188.0	1119.0	970.0	1105.0	2373.0	1597.0	1380.0	686.0	228.0	1759.0	1434.0	387.0	1191.0	3752.0	6783.0	633.0	628.0	2534.0	1459.0	2028.0	2078.0	909.0	2367.0	2768.0	2299.0	2306.0	2031.0	2073.0	2791.0	616.0	180.0	226.0	1535.0	558.0	840.0	2560.0	3039.0	503.0	248.0	1180.0	2898.0	1358.0	1909.0	2331.0	1157.0	501.0	1002.0	1230.0	512.0	369.0	2178.0	1478.0	2666.0	568.0	3396.0	1092.0	1693.0	652.0	1154.0	1908.0	286.0	727.0	1389.0	1699.0	1519.0	2088.0	1706.0	1441.0	315.0	1353.0	1287.0	4873.0	273.0	114316.0
NYU_0050973	621.0	735.0	1055.0	1077.0	848.0	1877.0	1096.0	1064.0	408.0	169.0	1132.0	1100.0	214.0	557.0	2805.0	4912.0	350.0	447.0	1402.0	1156.0	1233.0	2053.0	853.0	1685.0	1996.0	1715.0	1109.0	1610.0	1723.0	1521.0	529.0	242.0	171.0	1095.0	478.0	412.0	1700.0	1966.0	217.0	101.0	889.0	2108.0	1132.0	1588.0	2367.0	1004.0	393.0	745.0	1059.0	700.0	431.0	1528.0	1286.0	2451.0	187.0	2197.0	504.0	1027.0	512.0	604.0	1368.0	208.0	595.0	923.0	1147.0	973.0	1817.0	1534.0	1093.0	138.0	718.0	833.0	4395.0	203.0	84088.5
NYU_0050974	711.0	1121.0	822.0	1061.0	703.0	1721.0	1018.0	942.0	369.0	125.0	1563.0	935.0	200.0	681.0	2701.0	4641.0	289.0	391.0	1600.0	1188.0	1388.0	2253.0	952.0	1650.0	2804.0	1997.0	1686.0	1516.0	1838.0	1654.0	462.0	232.0	284.0	1168.0	424.0	590.0	1627.0	2458.0	209.0	45.0	997.0	2043.0	1408.0	1789.0	2083.0	852.0	383.0	718.0	996.0	554.0	253.0	1349.0	1752.0	1750.0	316.0	2244.0	832.0	798.0	623.0	618.0	1647.0	306.0	451.0	955.0	1832.0	1100.0	1859.0	965.0	1160.0	293.0	990.0	930.0	4682.0	212.0	87761.2
NYU_0050976	738.0	844.0	966.0	886.0	766.0	2561.0	1025.0	1006.0	379.0	305.0	1391.0	850.0	266.0	787.0	3674.0	4839.0	331.0	376.0	1479.0	1479.0	1356.0	2044.0	1062.0	1940.0	1733.0	1776.0	1613.0	1404.0	1905.0	1498.0	596.0	292.0	260.0	1135.0	568.0	539.0	1958.0	2205.0	265.0	107.0	926.0	2197.0	1122.0	1921.0	2478.0	1012.0	497.0	849.0	1009.0	754.0	362.0	1448.0	1812.0	1832.0	448.0	2443.0	782.0	1180.0	757.0	698.0	1539.0	265.0	536.0	1058.0	1447.0	1025.0	1622.0	848.0	1098.0	173.0	820.0	944.0	3888.0	136.0	89129.1
NYU_0050977	677.0	1119.0	1136.0	1246.0	896.0	2089.0	1195.0	1108.0	424.0	243.0	1803.0	879.0	318.0	828.0	3968.0	5025.0	367.0	387.0	1967.0	1292.0	1514.0	1793.0	992.0	2068.0	2341.0	1547.0	2004.0	1652.0	2211.0	2110.0	552.0	175.0	330.0	1144.0	643.0	550.0	1911.0	2561.0	263.0	187.0	1083.0	2593.0	1132.0	1961.0	2648.0	1175.0	479.0	715.0	1020.0	871.0	447.0	1934.0	1804.0	1766.0	136.0	2585.0	997.0	1166.0	835.0	682.0	1480.0	400.0	559.0	1134.0	1824.0	1303.0	1401.0	1148.0	1111.0	320.0	1063.0	998.0	4869.0	238.0	97395.1
NYU_0050978	744.0	892.0	858.0	899.0	1017.0	1924.0	1099.0	939.0	461.0	210.0	1701.0	1113.0	169.0	720.0	2685.0	4786.0	284.0	316.0	1398.0	1373.0	1096.0	2045.0	1036.0	1786.0	2438.0	1588.0	1909.0	1655.0	1834.0	1916.0	572.0	107.0	251.0	1073.0	586.0	491.0	1998.0	2036.0	250.0	124.0	827.0	2529.0	1104.0	1894.0	2080.0	1061.0	364.0	675.0	932.0	822.0	406.0	1411.0	2582.0	2055.0	554.0	2709.0	751.0	1170.0	548.0	563.0	1269.0	283.0	497.0	1022.0	1582.0	874.0	1491.0	1040.0	1022.0	264.0	1137.0	1105.0	3706.0	183.0	88888.2
NYU_0050979	820.0	824.0	961.0	960.0	1165.0	1884.0	888.0	1290.0	428.0	169.0	1610.0	1229.0	170.0	717.0	3176.0	6420.0	413.0	471.0	1902.0	1250.0	1418.0	1656.0	1065.0	1932.0	2083.0	2110.0	1970.0	1683.0	2054.0	2254.0	521.0	433.0	319.0	1457.0	509.0	625.0	1805.0	2396.0	302.0	110.0	993.0	2178.0	1177.0	1356.0	2196.0	1051.0	493.0	876.0	1068.0	615.0	432.0	1720.0	1383.0	2013.0	503.0	2371.0	742.0	1078.0	641.0	746.0	1505.0	351.0	617.0	891.0	1789.0	1203.0	1690.0	1287.0	1362.0	339.0	961.0	1101.0	4916.0	177.0	95271.3
NYU_0050981	745.0	885.0	831.0	976.0	1016.0	1939.0	1032.0	1178.0	441.0	227.0	1737.0	848.0	343.0	971.0	3276.0	5741.0	261.0	409.0	1395.0	1569.0	1859.0	1966.0	731.0	1943.0	1699.0	2157.0	1929.0	1588.0	1980.0	1829.0	438.0	302.0	326.0	1176.0	431.0	622.0	1524.0	2036.0	265.0	253.0	1053.0	2268.0	1115.0	1866.0	2148.0	971.0	509.0	848.0	1034.0	685.0	264.0	1675.0	1433.0	2208.0	130.0	2817.0	898.0	721.0	410.0	717.0	1492.0	375.0	558.0	962.0	1518.0	1098.0	1574.0	880.0	1331.0	233.0	781.0	707.0	4102.0	259.0	90516.0
NYU_0050982	652.0	845.0	1007.0	1189.0	846.0	2000.0	1278.0	1131.0	363.0	201.0	1257.0	947.0	278.0	746.0	3085.0	4657.0	221.0	372.0	1720.0	1441.0	1363.0	1853.0	1024.0	1959.0	2303.0	1985.0	1801.0	1564.0	1895.0	1972.0	482.0	233.0	350.0	1399.0	525.0	546.0	1696.0	2002.0	334.0	149.0	1156.0	2182.0	1123.0	1085.0	1917.0	1094.0	421.0	845.0	1055.0	1113.0	216.0	1521.0	1885.0	1783.0	524.0	2140.0	587.0	1141.0	329.0	724.0	1356.0	194.0	418.0	1030.0	1983.0	830.0	1885.0	1447.0	1050.0	354.0	672.0	697.0	4307.0	258.0	88997.1
NYU_0050983	823.0	814.0	1124.0	1099.0	776.0	2182.0	1066.0	1138.0	476.0	203.0	1388.0	830.0	357.0	981.0	4465.0	5289.0	362.0	581.0	1873.0	1337.0	1673.0	1912.0	1011.0	1965.0	2604.0	2204.0	2273.0	1791.0	1840.0	1932.0	671.0	190.0	332.0	1463.0	446.0	756.0	1732.0	2668.0	280.0	123.0	1193.0	2217.0	1341.0	1800.0	2518.0	1174.0	539.0	905.0	1204.0	736.0	332.0	1725.0	1858.0	2242.0	496.0	2550.0	1057.0	1010.0	547.0	848.0	1426.0	383.0	643.0	985.0	1683.0	1541.0	1686.0	1182.0	847.0	208.0	802.0	813.0	4744.0	232.0	98501.4
NYU_0050984	647.0	1272.0	900.0	924.0	854.0	2131.0	1073.0	1053.0	407.0	325.0	1708.0	826.0	267.0	794.0	3063.0	4523.0	362.0	520.0	1969.0	1461.0	1281.0	2189.0	905.0	1935.0	1783.0	1608.0	1988.0	1927.0	1832.0	2046.0	585.0	208.0	307.0	1056.0	498.0	304.0	1675.0	1978.0	302.0	161.0	834.0	2130.0	1238.0	2347.0	2234.0	794.0	390.0	719.0	931.0	926.0	347.0	1883.0	2070.0	1632.0	300.0	1823.0	860.0	1136.0	478.0	560.0	1040.0	279.0	675.0	1182.0	1718.0	1167.0	2322.0	1284.0	1052.0	335.0	913.0	752.0	4379.0	158.0	90531.7
NYU_0050985	655.0	894.0	986.0	1027.0	1092.0	2071.0	1016.0	903.0	429.0	232.0	1678.0	1152.0	253.0	1153.0	2835.0	6565.0	394.0	589.0	2108.0	1249.0	1621.0	2260.0	804.0	2088.0	2535.0	1946.0	1983.0	1875.0	2248.0	2149.0	534.0	122.0	286.0	1415.0	671.0	586.0	2154.0	2413.0	390.0	281.0	984.0	2218.0	1433.0	2018.0	2276.0	944.0	494.0	789.0	1341.0	718.0	409.0	1674.0	1542.0	2186.0	533.0	2486.0	1029.0	903.0	514.0	727.0	1478.0	275.0	545.0	1254.0	1961.0	1333.0	1878.0	1336.0	1174.0	144.0	1132.0	1127.0	4308.0	246.0	99049.4
NYU_0050986	663.0	761.0	923.0	720.0	627.0	1819.0	1003.0	1009.0	452.0	263.0	1360.0	777.0	187.0	729.0	2548.0	4084.0	339.0	387.0	1489.0	1035.0	967.0	1469.0	856.0	1793.0	2078.0	1735.0	1803.0	1601.0	1722.0	1742.0	501.0	66.0	161.0	1314.0	446.0	324.0	1588.0	1671.0	218.0	136.0	819.0	2050.0	1291.0	1753.0	2030.0	777.0	314.0	623.0	829.0	829.0	187.0	1637.0	1401.0	2018.0	552.0	1841.0	492.0	961.0	597.0	633.0	878.0	354.0	230.0	930.0	1584.0	1105.0	1498.0	1108.0	1087.0	254.0	1000.0	669.0	3861.0	177.0	79735.8
NYU_0050987	421.0	1026.0	987.0	896.0	533.0	1420.0	1060.0	1149.0	373.0	236.0	1117.0	793.0	200.0	618.0	2837.0	4207.0	292.0	412.0	1369.0	1175.0	994.0	1227.0	785.0	1686.0	1721.0	1833.0	1521.0	1533.0	1708.0	1601.0	484.0	55.0	285.0	1086.0	511.0	424.0	1753.0	1607.0	267.0	137.0	958.0	2022.0	1031.0	1460.0	1945.0	1051.0	448.0	741.0	851.0	530.0	248.0	1146.0	1263.0	1961.0	309.0	2211.0	420.0	1125.0	628.0	370.0	1100.0	258.0	433.0	698.0	1578.0	1178.0	1520.0	1078.0	1007.0	246.0	961.0	778.0	3430.0	227.0	77547.3
NYU_0050988	690.0	776.0	986.0	841.0	927.0	1940.0	859.0	982.0	363.0	156.0	1643.0	828.0	270.0	603.0	2851.0	4912.0	331.0	377.0	1484.0	1431.0	1429.0	2187.0	919.0	1869.0	2341.0	2170.0	1646.0	1585.0	2241.0	2011.0	435.0	229.0	256.0	1134.0	619.0	624.0	1825.0	2215.0	264.0	113.0	870.0	2674.0	1211.0	1910.0	2630.0	753.0	409.0	770.0	982.0	809.0	272.0	1194.0	1564.0	1751.0	527.0	2011.0	856.0	1041.0	737.0	629.0	1517.0	336.0	422.0	962.0	1752.0	1102.0	1681.0	1202.0	733.0	332.0	890.0	1129.0	4309.0	188.0	89515.3
